"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12"
"173","R_1K0I3L4zih0h62d","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","nehézség","harc","tanulás","játék","inkább pozitív","semleges","negatív","inkább negatív","inkább pozitív","negatív","változás","fejlődés","szomorúság","félelem","negatív","inkább negatív","inkább pozitív","inkább negatív","negatív","semleges","inkább pozitív","negatív","semleges","inkább negatív","inkább negatív","inkább negatív","semleges","semleges","negatív","Negatív visszajelzésre számítok, valami nagyon nem tetszik neki. Olyan sok dolgon kéne változtatni, hogy egyszerűbb személyesen megbeszélni, így gyorsabb, így talán jobban tudunk ötletelni.","félelem","csalódottság","szomorúság","negatív","negatív","negatív","Inkább igen.","Inkább igen.","Inkább igen.",76,97,"Közepesen.","Igen.","Igen.",40,70,"Próbáltam magamban kimondani a szavakat, amikor az érzelemről volt szó, így kicsit jobban tudtam kategorizálni.","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Teljesen egyetértek","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Inkább nem igaz","Teljes mértékben igaz","Inkább igaz","Inkább nem igaz","Egyáltalán nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább igaz","Teljes mértékben igaz"
"174","R_2dRwiK32daAPvmC",NA,"erő","akadály","küzdelem","megküzd","elesik","pozitív","semleges","semleges","pozitív","negatív","pozitív","negatív","Puzsér","újság","beadandó","pozitív","inkább negatív","semleges","inkább negatív","semleges","inkább pozitív","inkább pozitív","pozitív","semleges","inkább pozitív","semleges","inkább pozitív","semleges","inkább negatív","negatív","Alapvetően ha én magam is elégedett vagyok a munkámmal, inkább bizakodóan állok elébe a beszélgetésnek.","leterheltség","megkönnyebbülés","bizakodás","negatív","pozitív","inkább pozitív","Inkább nem.","Közepesen.","Inkább igen.",77,66,"Nem.","Közepesen.","Igen, nagyon.",81,63,"Próbáltam nem ráfeszülni a feladatra, mert abból lesznek a sorozatos hibák.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Teljesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Teljes mértékben igaz"
"175","R_a5W6iqgzc19innz","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","új","verseny","veszély","feszültség","út","inkább pozitív","inkább pozitív","inkább negatív","inkább negatív","semleges","jó","önkritika","építő","kérdések","gondolkodás","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","semleges","inkább pozitív","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges","Szerintem valami nagy problémát talált a szakdolgozatomban.","feszültség","idegesség","frusztráció","inkább negatív","inkább negatív","inkább negatív","Közepesen.","Inkább igen.","Igen, nagyon.",60,50,"Közepesen.","Igen.","Igen, nagyon.",50,40,"gyors olvasás, a reakcióidőre figyelni","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Inkább nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis"
"176","R_3QJI2hWOw5YpWK9","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","megprobáltatás","nehéz","könnyű","cél","feladat","inkább pozitív","inkább negatív","semleges","inkább pozitív","inkább pozitív","pozitív","negatív","építő","cikkek","tv műsorok","pozitív","negatív","pozitív","semleges","inkább negatív","inkább pozitív","inkább negatív","semleges","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","Nekem ennyiből, negatív gondolataim támadtak. Nincsen velem megelégedve.","csalódottság","kíváncsiság","izgatottság","negatív","inkább pozitív","inkább pozitív","Igen, nagyon.","Inkább igen.","Inkább igen.",50,70,"Igen, nagyon.","Igen, nagyon.","Igen.",31,30,"Nem. Próbáltam gyorsan reagálni.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz"
"177","R_3pswdXAO9G1TPxO","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","nehéz","fejleszt","pozitív","iskola","inkább pozitív","semleges","pozitív","pozitív","inkább pozitív","negatív","pozitív","iskola","egyetem","fejleszt","negatív","pozitív","inkább pozitív","semleges","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges","semleges","pozitív","inkább pozitív","semleges","semleges","Mindenképp rosszra számítok. Valami olyasmire, hogy valamit rosszul csináltam.","félelem","izgalom","szorongás","inkább negatív","inkább pozitív","negatív","Közepesen.","Inkább nem.","Igen, nagyon.",80,90,"Igen.","Közepesen.","Igen, nagyon.",81,81,"A színekre próbáltam figyelni, valamint a space fölött volt a kezem (emiatt mondjuk volt, hogy túl gyorsan nyomtam).","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Kevéssé jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Kevéssé jellemző rám","Egyáltalán nem jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Közepesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyáltalán nem értek egyet","Teljes mértékben igaz","Inkább nem igaz","Teljes mértékben igaz","Teljes mértékben igaz","Egyáltalán nem igaz","Inkább nem igaz","Teljes mértékben igaz","Teljes mértékben igaz","Teljes mértékben igaz","Teljes mértékben igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis"
"178","R_3HiZGPJ73jp8rBS","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","lehetőség","teljesít","izgalom","motiváció","semleges","inkább pozitív","semleges","inkább pozitív","pozitív","vélemény","őszinte","gondolat","figyelem","pont","semleges","inkább pozitív","semleges","pozitív","semleges","inkább pozitív","negatív","semleges","inkább negatív","inkább negatív","inkább negatív","semleges","semleges","semleges","negatív","Valószínűleg túl hosszú lenne leírni a gondolatait a szakdolgozattal kapcsolatban, illetve van pár kérdése, amit személyesen szeretne megkérdezni. Nem hinném, hogy negatív véleménye.","kíváncsiság","aggodalom","izgalom","pozitív","inkább negatív","inkább pozitív","Igen, nagyon.","Igen, nagyon.","Közepesen.",29,50,"Igen, nagyon.","Igen, nagyon.","Közepesen.",28,29,"Nem.","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Egyáltalán nem értek egyet","Egyaránt igaz és hamis","Egyáltalán nem igaz","Teljes mértékben igaz","Egyaránt igaz és hamis","Egyáltalán nem igaz","Egyaránt igaz és hamis","Inkább igaz","Inkább nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyaránt igaz és hamis","Inkább nem igaz"
"179","R_1rwWjFjLPLbA9X6","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","feladat","akadály","próbatétel","fejlődés","képesség","semleges","inkább negatív","semleges","pozitív","pozitív","negatív","pozitív","vélemény","szempont","gondolkodás","negatív","pozitív","semleges","semleges","inkább pozitív","semleges","semleges","semleges","semleges","semleges","semleges","pozitív","inkább pozitív","semleges","semleges","Ha sokat és odafigyelve dolgoztam rajta, elegendő energiát belefektetve, akkor nagy probléma nem lehet, valószínűleg apróbb javításokra lesz majd szükség.","kiváncsiság","izgalom","bizakodás","inkább pozitív","semleges","inkább pozitív","Közepesen.","Közepesen.","Igen, nagyon.",70,81,"Nem.","Közepesen.","Igen, nagyon.",71,70,"Nem különösebben.","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Inkább nem igaz"
"180","R_27EvYwf5OwxPlX4","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","Raid","Mythic+","Tanulás","Egyetem","Webprogramozás","semleges","semleges","inkább negatív","inkább negatív","negatív","DPS","Makk","Homofóbia","Emberek","LGBTQ","pozitív","semleges","semleges","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","semleges","semleges","semleges","semleges","inkább pozitív","inkább pozitív","semleges","inkább negatív","Az őszinte véleményét szeretné elmondani, legyen az jó vagy rossz.","Bizakodás","Nyugodtság","Kíváncsiság","inkább pozitív","semleges","inkább pozitív","Inkább igen.",NA,NA,61,80,"Igen.","Közepesen.","Igen.",54,71,"Nem","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis"
"181","R_2CQBNXZ2TOYEolM",NA,"kudarc","küzdelem","vereség","verseny","győzelem","negatív","inkább negatív","negatív","semleges","pozitív","vélemény","építő","romboló","egyedi","egyén","semleges","pozitív","negatív","semleges","semleges","semleges","inkább negatív","semleges","negatív","inkább negatív","semleges","semleges","inkább pozitív","semleges","inkább negatív","Szeretné elmondani a kicsit részletesebben a véleményét, elmondani, hogy mit szükséges kijavítani a prezentációban, mi az, ami jó úgy, ahogy van. Ha szóban beszéljük meg, neki is könnyebb lehet, mivel nem kell annyi emailt írnia (ha vissza is kérdezne például a hallgató).","érdeklődés","együttérzés","aggodalom","inkább pozitív","pozitív","negatív","Közepesen.","Inkább nem.","Inkább igen.",82,92,"Nem.","Nem.","Igen.",84,95,NA,"Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Teljesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább nem értek egyet","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább igaz","Teljes mértékben igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Egyaránt igaz és hamis","Inkább nem igaz"
"182","R_3fPhhLLGo2xv5PL","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","eredmény","győzelem","siker","bukás","vereség","semleges","pozitív","pozitív","negatív","negatív","vélemény","hazugság","álnok","dícséret","igazság","semleges","negatív","negatív","pozitív","pozitív","inkább pozitív","pozitív","semleges","inkább pozitív","inkább pozitív","semleges","semleges","semleges","inkább pozitív","negatív","Azt gondolom, hogy nagyon pozitív és érdeklődő lesz, segíteni fog.","pozitivitás","öröm","jókedv","pozitív","pozitív","pozitív","Inkább nem.","Inkább igen.","Igen, nagyon.",68,80,"Igen.","Igen.","Igen.",51,50,"igyekeztem a külvilágot kizárni, és sokszor már az első karakterek alapján döntöttem, nem  olvastam végig","Inkább egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Hamis","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Egyáltalán nem igaz","Teljes mértékben igaz","Egyáltalán nem igaz","Inkább nem igaz","Inkább igaz","Teljes mértékben igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Inkább nem igaz","Teljes mértékben igaz","Teljes mértékben igaz"
"183","R_3itkHXoRgu5Pyqg","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","akarat","próbálkozás","kitartás","nehéz","küzdelmes","pozitív","inkább negatív","pozitív","inkább negatív","negatív","negatív","film","hiba","rossz","érzés","negatív","semleges","negatív","negatív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","semleges","semleges","inkább negatív","Valószínűleg megint túl sokat írtam, túl részletesen mentem bele egyes (kevésbé fontos) témákba, részekbe. A visszajelzés összességében pozitív lesz. Formai jellegű tanácsot is kapni fogok.","elégedett","büszke","érdeklődő","pozitív","pozitív","pozitív",NA,NA,NA,75,78,"Közepesen.","Igen.","Igen, nagyon.",78,87,"A feladat indítása előtt felsoroltam magamban szavakat, amik a felső 2 kategóriába tartoznak.","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Inkább nem igaz","Inkább igaz","Egyáltalán nem igaz","Inkább nem igaz","Teljes mértékben igaz","Teljes mértékben igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz"
