"","ResponseId","d_sens_crit","criticism_d","d_sens_chall","challange_d","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pre_ms_ev","intuition_pid","deliberation_pid"
"95","R_2UbXnHaRn7U65pH",0.59265426581736,0.520306612690104,0.725140774728645,0.345820107611958,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,322.402,140.281,17.9555562431243,11.8440280310374,17.9555562431243,11.8440280310374,0.659702083434376,0.404960386284935,1,3.06466246971931,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","akadály","nehézség","kudarc","verseny",4,3,2,1,3,"fejlődés","segítség","építő","előrehaladás","véleményezés",4,5,4,3,3,3,3,3,2,3,3,4,4,4,2,"Mindenképpen valami építő jellegű kritikát fog megfogalmazni, a hibák kiemelésével, ugyanis a témavezető azért segít mert a személyes sikeremhez és fejlődésemhez járul hozzá a véleményével és a segítségével. Ezáltal akár pozitív jellegű akár negatív, mindenképp építő és segítő szándékú válasz lesz.","pozitív","érdeklődést","kíváncsiság",4,5,5,3,3,5,70,90,4,4,5,60,82,"Teljes öszpontosítás",6,6,3,4,5,5,5,5,4,4,5,6,5,5,4,3,4,3,4,3,2,4,3,5,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,4,2,5,1,5,3,3,4,3,4,3,6,4.5,5.25,4.25,4,4.5,2.6,3.8,2.8,3.4,0.230769230769231,3.375,4.66666666666667,3.11111111111111,4.88888888888889
"96","R_2uKh2DkdneLUyme",1.27794259959091,-0.210875538037124,-0.0299643494723567,-0.101117790495373,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,99.102,124.563,9.95499874434949,11.1607795426664,9.95499874434949,11.1607795426664,0.280798940535995,0.38159936661711,1,2.66239830715311,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","megpróbáltatás","nehézség","siker","fejlődés","akadályok",3,3,4,4,2,"fejlődés","pozitív","negatív","következtetés","visszajelzés",4,4,2,3,3,4,4,4,3,3,2,4,3,3,3,"Gondolom, hogy valamilyen fontosat szeretne mondani miután csak fontos dolgokra válaszol, és azért szeretne személyesen mert olyan dologról akar beszélni","Szorongás","Izgalom","Félelem",1,4,2,4,4,4,50,70,3,3,4,60,80,"Próbáltam azokat a szavakat megjegyezni mint pl a diákigazolvány ami sehova sem tartozik és ezekre odafigyelni, hogy nem kell nyomni soha",2,2,3,5,5,6,5,5,5,5,5,5,6,5,3,5,2,2,2,1,2,2,4,4,4,3,0,0,1,0,1,0,0,0,1,1,1,0,1,0,5,4,5,5,5,5,5,5,4,5,2,5,2,5,2,3,4,4,2,5,5.25,4.75,4,3.5,3.2,3.2,3.6,3,0.461538461538462,2.375,2.33333333333333,3.44444444444444,4.88888888888889
"97","R_2UWpxfqOjh6tmCM",-0.662238551681292,0.384294588810697,-1.76968874933083,0.144775944424765,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,4,267.764,186.57,16.3634959589936,13.6590629253987,16.3634959589936,13.6590629253987,0.584302757145778,0.467018431910549,1,3.05132118905633,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","párbaj","nehéz","küzdelem","próbatél",3,2,1,1,2,"zsűri","verseny","vélemény","szabad gondolat","negatív",3,4,4,4,1,3,3,2,2,3,3,5,4,4,2,"Mik azok a pontok, amiken javítani kellene. inkább negatív visszajelzést gondolnék","feszültség","kíváncsiság","csalódás",2,4,2,4,4,5,29,82,4,5,5,36,76,"Előre megjegyeztem melyik két kategória lesz, és csak a szavakra próbáltam figyelni",4,4,4,5,4,5,4,5,4,5,6,5,4,4,2,4,3,2,2,2,2,1,3,4,3,5,1,0,0,1,1,1,1,1,1,1,0,1,1,1,5,4,4,4,4,4,4,3,2,3,3,4,3,3,4,3,3,3,4,4.5,4.75,4.5,3.5,4,1.8,3.2,2.6,3.6,0.769230769230769,2.25,2.66666666666667,3.11111111111111,3.88888888888889
"98","R_2VvWOQxIHIcA3ML",-0.832465575772136,-0.0596966866006419,-0.0666934026430193,-0.0531429489315647,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,185.977,168.437,13.6373384500056,12.9783280895499,13.6373384500056,12.9783280895499,0.455193048434882,0.443743356795856,1,2.89893640523074,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdés","akadály","győzelem","nehézség","feladat",2,2,5,1,3,"visszajelzés","tanács","párbeszéd","teljesítmény","tanulság",4,4,3,3,3,2,2,2,1,2,3,3,3,2,2,"Úgy gondolom, hogy számára biztosan időhatékonyabb a személyes találkozó, valamint számomra is egyszerűbb ha szóban összefoglalja a jó és javítandó részeket a munkámban. Nem gondolnám, hogy a prezentációt negatívan itélné meg és emiatt szeretné személyesen a sok hibát átbeszélni, csupán egy személyes találkozó mindkettőnknek jobb lenne, mint emailben röviden kommunikálni. Biztosan lesz, amit javítanom kell, de nem hiszem, hogy teljesen rossznak ítéli meg a témavezetőm a munkámat.","zavarodottság","aggodalom","önsajnálat",2,1,1,4,5,4,70,70,3,5,4,65,80,"Nem volt, probáltam a képernyő közepén lévő szóra koncentrálni és egyből nyomni a szóköz billentyűt.",5,5,4,4,6,3,4,4,4,3,4,4,5,3,4,3,4,4,3,4,4,4,3,3,3,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,4,3,2,3,2,4,3,4,5,4,5,3,4,4,3,2,4,5,3.75,4,4.25,3,3.5,2.6,3.4,1.8,2.6,0.307692307692308,3.75,1.33333333333333,3.66666666666667,3.22222222222222
"99","R_2wtLFO0L62DHNfi",0.130344418653867,-0.501372897668678,-0.85748554222678,0.383212612038843,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,4,136.933,172.487,11.7018374625526,13.1334306256972,11.7018374625526,13.1334306256972,0.363528510389734,0.449046483636435,1,2.81257499402617,NA,"megfelelés","cél","kitartás","teljesítés","feladás",3,5,5,3,2,"negatív","pozitív","megfelelés","elvárás","megfigyelés",1,5,2,2,3,4,2,3,2,3,2,3,3,3,2,"Szerintem negatív kritikával illetne.","félelem","szomorúság","csalódás",1,1,1,4,4,4,41,62,4,4,4,40,65,"Nincs",4,4,3,4,4,4,4,3,3,4,4,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,0,0,0,0,1,0,1,1,1,1,1,0,0,1,3,2,3,2,4,3,2,2,4,4,3,4,3,4,4,4,4,3,4,3.5,4,3.75,4,4,3.6,2.6,2.8,2.6,0.538461538461538,3,1,3.66666666666667,2.77777777777778
"100","R_2xKkDDuAHJ1hEi7",0.257782928282849,-0.305660628431011,0.842183777458485,0.393930911400553,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,4,57.713,84.595,7.59690726546007,9.19755402267364,7.59690726546007,9.19755402267364,0.169120689022907,0.314474519997589,1,1.4835952090205,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kaland","tanulás","élet","sport","nehéz",5,3,3,5,2,"vélemény","pozitív","negatív","építő","szükséges",5,5,1,5,5,4,2,3,2,2,4,5,4,3,2,"Valószínűleg negatív visszajelzése lesz","düh","ijedtség","félelem",1,1,1,3,2,4,55,85,3,2,4,60,88,"nem",5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,2,3,3,3,4,4,0,0,0,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,2,4,4,3,4,2,3,4,3,3,3,5,4,4,4,3,4,3.6,4.2,2.6,3.6,0.769230769230769,2.5,1,3.22222222222222,3.22222222222222
"101","R_2xMpyfOBa7Geu4c",-0.302576085107551,1.21204445072682,-0.109032154271095,-0.384638639663162,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,255.838,128.742,15.9949366988432,11.3464531903146,15.9949366988432,11.3464531903146,0.566847940773708,0.387947753490015,1,1.95479569426372,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","verseny","szakdolgozat","élet","versengés","nehézség",3,4,5,2,2,"verseny","fénykép","én","külső","testalkat",5,4,2,2,2,4,3,4,4,4,4,4,4,4,4,"Szerintem szeretne megdicsérni.","félelem","várakozás","azonosulás",2,3,3,5,4,4,59,59,5,5,5,41,40,NA,6,6,3,5,5,5,5,5,5,5,5,5,5,5,2,3,1,1,1,2,4,1,4,4,3,5,0,0,0,0,1,1,1,1,1,1,1,0,1,0,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,6,5,5,4.5,4,4,3.2,3,3.8,4,0.615384615384615,1.875,2.66666666666667,3.88888888888889,3.88888888888889
"102","R_2ydcplbem023rl4",-0.908450064508356,-0.182210430825659,0.150115838107102,-0.0727119520171557,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,313.043,299.44,17.6930212230698,17.3043347170586,17.6930212230698,17.3043347170586,0.647268531868156,0.591654296415075,1,3.23892282828323,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","teljesítmény","bátorság","nehézség","siker","kudarc",4,4,2,5,1,"sajtó","vélemény","bírálat","műfaj","fejlődés",3,4,1,3,5,4,2,2,1,3,3,5,3,4,1,"Pozitív megerősítésre számítok elsősorban, azonban a témában rejlő további lehetőségekről és a hiányosságokról is visszajelzést fog adni.","érdeklődő","kíváncsi","bizakodó",4,3,5,4,4,5,60,90,3,4,5,70,95,"Koncentráció, a szavak külalakjának vizuális felismerése.",5,4,1,2,3,3,4,4,5,4,4,4,5,4,3,3,3,3,2,3,3,3,4,4,5,4,0,0,0,1,1,1,1,0,1,0,1,0,1,1,4,4,3,3,4,4,2,3,3,5,4,5,3,5,4,4,3,4,4.5,4.25,4.25,2.25,4,4.5,3.2,3.2,2.4,3.2,0.615384615384615,2.875,4,3.88888888888889,3.55555555555556
"103","R_2zBGvT62rgLvEwU",-0.182861325760547,-0.415743054418506,0.500757569285728,0.550921738206832,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,77.751,38.745,8.81765274888958,6.22454817637393,8.81765274888958,6.22454817637393,0.22693469766184,0.212824169897949,1,1.43975886755979,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","cél","siker","öröm","dac","motiváció",5,5,5,5,5,"vélemény","negatívum","Puzsér","értékelés","vita",3,1,1,2,1,5,3,5,4,4,1,3,3,3,3,"Véleményem szerint, hibáztam valamit, és úgy gondolja szeretne szóban rávezetni a hely megoldásra. Mindenképpen segítő szándékra számítok.","ijedtség","kétely","kíváncsiság",3,3,3,5,3,5,70,70,4,4,5,80,70,"koncentráció",5,5,3,5,5,5,6,5,4,5,5,4,5,5,2,1,2,2,1,3,1,2,4,3,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2,4,1,3,3,2,4,2,2,3,1,5,4,4,3,1,5,5,4.75,4.5,3.5,4,5,1.6,4.2,2.6,0.153846153846154,1.75,3,3,2.44444444444444
"104","R_2zLPDRulJmQTHcz",-0.562469731100208,-0.0263864795336932,0.408119610815777,0.138064647627734,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,126.481,105.867,11.2463771944569,10.28916906266,11.2463771944569,10.28916906266,0.341958097693714,0.351798042629324,1,2.69375614032304,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","verseny","exatlon","feladat","sikerélmény","teljesítmény",4,2,4,5,3,"rossz","hiba","felsőbbrendű","vélemény","sértődés",1,1,2,3,1,3,2,3,3,4,2,4,4,3,1,"Ami először eszembe jut, az az, hogy valamit rosszul csinálhattam, ezért szeretne velem beszélni. De egyből eszembe jutott az is, hogy esetleg annyira jó lett, hogy azért akarna velem beszélni.","félelem","kíváncsiság","optimizmus",2,4,4,5,4,5,70,86,4,3,5,76,90,"Csak elolvastam a szót, és nyomtam a spacet ha kellett.",4,5,3,1,3,2,3,3,2,2,2,4,3,3,4,4,4,2,3,4,3,2,3,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,3,4,4,4,5,2,3,5,4,4,2,3,4,3,3,2,4.5,2.5,3,2.25,3.5,3.5,3.6,1.6,3,2.8,0.153846153846154,3.25,3.33333333333333,3.11111111111111,3.88888888888889
"105","R_31WMHI6Dy8bwviH",-1.07636508102091,0.177554566369489,-1.33182317571743,0.109361990940188,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,159.621,159.167,12.6341204680025,12.6161404557812,12.6341204680025,12.6161404557812,0.407681053620603,0.431359761983835,1,2.83904081560444,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","veszély","ellenfél","önmagad","megfelelni","természet",2,2,5,3,3,"színház","pedagógia","mérce","bal","hozzállás",5,5,3,5,3,4,2,4,2,3,3,4,3,3,2,"Valószínűleg összességében elégedett a munkámmal, és csak kisebb, praktikus dolgokat szeretne megvitatni, kijavítani, tanácsolni.","kíváncsiság","egykedvűség","érdeklődés",4,3,4,4,3,5,61,86,4,4,5,58,75,"Nem igazán, csak ismételgettem magamban a két kategóriát",3,3,3,3,5,4,4,3,4,4,3,4,6,5,3,4,2,4,4,3,3,4,3,4,5,5,0,0,0,1,1,0,0,0,0,0,1,1,1,0,3,3,2,4,2,2,1,2,3,5,5,5,2,4,5,4,3,5,3,3.75,4.5,3.75,3.5,5,3,4.2,3,3,0.384615384615385,3.375,3.66666666666667,4,2.66666666666667
"106","R_331opGq47anL9Nw",0.387456621860409,-0.293413602070049,1.24567387242114,0.588130702978453,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,129.283,126.303,11.3702682466158,11.2384607486969,11.3702682466158,11.2384607486969,0.347825527438103,0.38425537275951,1,2.73208090019761,NA,"felelősség","nehézség","küzdés","akadály","cél",2,2,4,2,4,"panasz","vélemény","gondolat","tanács","bírálat",1,3,4,4,1,2,4,4,4,4,2,4,4,2,1,"Hasznos tanácsokat, amitől jobb lesz, esetleges hibák javítása.","izgalom","várakozás","kétely",4,4,1,4,4,5,50,65,4,4,5,60,71,NA,4,5,2,2,4,2,2,2,3,4,3,2,3,3,2,3,2,2,2,2,2,2,3,2,4,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4,4,2,4,3,5,1,2,4,4,4,4,3,4,4,2,4,4,4.5,2.75,2.75,2.5,2.5,4,2.8,2.6,3.6,2.6,0.230769230769231,2.125,3,3.66666666666667,3.22222222222222
"107","R_334msZBSJEoH6RQ",-1.38445373900239,-0.116444308512098,0.541589136155609,-0.358671385618487,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,230.896,299.428,15.1952624195833,17.3039879796537,15.1952624195833,17.3039879796537,0.528975692776869,0.591642441080635,1,3.1206181338575,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","párbaj","megpróbáltatás","nehézség","lehetőség","megmérettetés",3,2,1,5,4,"újság","vélemény","szakmaiasság","érvek","film",3,5,5,4,3,2,3,4,3,3,3,3,3,4,2,"Szeretné megbeszélni az esetleges hibákat, javítanivalókat. Ezzel egy építő jellegű kritikára tudok gondolni.","bizakvó","stressz","elhivatott",5,1,5,4,3,4,71,90,4,3,5,84,100,"Nem",4,3,1,3,3,2,5,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,3,4,5,5,0,0,0,0,1,1,1,0,1,1,0,0,1,0,5,4,3,5,5,4,3,2,3,5,3,4,1,3,4,3,4,3,3.5,4.25,4,2.25,3.5,5,3,4,3,3,0.461538461538462,2.75,3.66666666666667,3.11111111111111,4
"108","R_3CGXDTjxxxVDFZE",-0.426658079063225,0.725351284272627,0.54158913615561,-0.0466235952356113,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,262.943,534.268,16.2155172597115,23.1142380363273,16.2155172597115,23.1142380363273,0.577294546249399,0.790301301157355,1,3.36759584740675,NA,"izgalom","hit","fejlődés","öröm","erő",4,5,5,5,4,"megküzdés","átértékelés","elfogadás","fejlődés","felülvizsgálás",5,4,5,5,3,5,4,2,4,4,2,4,4,3,1,"Semleges egyelőre. Alapvetően egy ilyen konzultáció inkább semleges, hiszen, ha több kritikát is kap a dolgozat, az csak építő jellegű lehet, ami számomra hosszútávon előnyökkel jár. Szerintem csak át akarja beszélni a témavezető, hogy mit érez jónak, és mit javítana a dolgozaton.","hála","kíváncsiság","izgatottság",5,5,4,3,3,5,78,75,4,3,4,73,71,"Tudatosan mondtam magamban a szavakat, hogy a jelentés gyorsabban hozzárendelődjön a fejemben",4,4,5,4,5,6,5,4,6,4,5,5,6,6,2,2,1,4,1,3,1,4,3,3,4,4,1,0,1,1,1,0,0,1,1,1,1,0,1,0,3,3,4,5,3,1,5,3,5,5,5,5,2,3,4,5,4,4,4,4.75,5.5,5,3,4,4.6,4.4,3.8,2.8,0.615384615384615,2.25,4.66666666666667,4.11111111111111,3.55555555555556
"109","R_3CIq48NTzJMVwqM",-1.01963063906319,0.0514439482047733,0.103807779794736,0.0472025900644626,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,261.482,111.875,16.1704050660458,10.5770979006531,16.1704050660458,10.5770979006531,0.575158051140706,0.361642647281617,1,1.93680069842232,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","motiváció","erő","bizonytalanság","öröm",3,5,4,1,5,"pozitív","negatív","vélemény","nézőpont","sértődés",5,1,3,3,1,4,2,3,2,2,3,4,3,3,2,"Kétségek merülnek fel bennem.. Vajon mindent úgy csináltam, ahogy kell? Minden benne van? Reménykedem benne, hogy pozitív véleménye lesz, hiszen nagyon sokat foglalkoztam vele.","Reménykedés","Kétely","Bizalom/bizakodás",4,1,5,5,5,5,51,71,5,5,5,40,60,"Próbáltam figyelni, hogy ha pl. egymás után sok negatív szó volt, akkor tuti jön egy pozitív hamarosan",4,4,2,4,5,4,4,4,4,4,4,4,5,4,3,4,3,3,2,3,3,3,4,4,4,4,0,0,0,1,1,0,0,0,1,1,1,0,1,1,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4.25,3.75,4,4,3.6,2.6,2.6,3,0.538461538461538,3,3.33333333333333,5,4.55555555555556
"110","R_3dJGAqPLpStq6dP",-1.2686037878444,0.0908005799060705,0.324723747225926,0.159056498566763,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,218.507,238.042,14.7819822757301,15.4286097883121,14.7819822757301,15.4286097883121,0.509402913576491,0.527521191552528,1,3.03692410512902,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","idő","energia","új","fejlődés","tapasztalat",3,3,4,5,5,"pozitív","negatív","sértődés","fejlődés","alá-fölérendeltség",5,1,1,5,2,5,3,5,2,3,3,4,2,3,1,"Az az első gondolatom, hogy félreértettük egymást, és nem az ő elgondolásainak megfelelően csináltam meg a prezentációmat. De arra gondolok, hogy építő jellegű kritikát kapok majd, és így még jobb lesz a védésem.","ijedtség","elégedetlenség","magabiztosság",1,2,5,4,4,5,85,85,4,3,5,70,80,"Amikor a negatív kategória után következett a pozitív kategória, magamban folyamatosan mondogattam, hogy ""jó"".",5,4,4,4,5,4,4,4,4,4,4,5,4,5,3,3,3,3,2,3,3,3,3,4,3,4,0,0,0,1,1,1,1,1,1,1,0,0,1,1,3,3,4,4,2,3,4,2,3,5,3,5,2,4,4,4,4,4,4.5,4,4.5,4.25,3.5,3.5,4,2.8,3.6,2.6,0.692307692307692,2.875,2.66666666666667,3.66666666666667,3.33333333333333
"111","R_3e2ppaO1k5qB7xV",0.565533854528531,0.410843781925312,-0.380999199526948,0.389963150758374,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,4,178.412,238.155,13.3570954926586,15.4322713817506,13.3570954926586,15.4322713817506,0.441920856174509,0.527646385472148,1,2.96956724164666,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","megpróbáltatás","teljesítés","fejlődés","szakdolgozat",3,2,5,5,2,"vélemény","fejlesztés","építő","sértő","átgondolandó",3,5,5,1,3,3,2,3,2,3,2,3,3,3,2,"Szerintem bizonyos pontok javításáról szeretne majd velem beszélni. Esetleg még formai dolgokról vagy a logikai sorrendről, illetve az egyes részek arányairól.","aggodalom","pánik","kételkedés",1,1,1,4,5,5,30,40,4,5,5,20,40,"A gyorsaság ellenére próbáltam minél megfontoltabb lenni.",4,3,3,3,4,3,4,4,4,4,4,4,5,4,3,3,2,1,2,2,2,2,4,4,3,5,0,0,0,1,1,0,1,0,1,1,0,1,0,1,4,4,4,4,4,5,4,4,3,4,3,4,2,4,3,2,4,2,3.5,4,4.25,3.25,4,4,3.4,3.4,2.6,2.6,0.538461538461538,2.125,1,3,4.11111111111111
"112","R_3elByaLdlqhgWBw",-0.212872620270289,0.170205279968139,0.76209882532333,0.334846280977731,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,4,178.668,98.05,13.366674979216,9.90201999594022,13.366674979216,9.90201999594022,0.44237453675421,0.338560988883938,1,1.78093552563815,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","teljesítmény","célelérés","megpróbáltatás","nehéz","próba",5,5,4,3,3,"nyers","építő","romboló","fájdalmas","őszinte",1,5,1,1,3,4,3,3,3,4,3,4,3,3,3,"Van amiben tanácsot szeretne adni, vagy valamit kritizálni, segíteni akar a jobb eredmény elérése érdekében, vagy kérdése lenne valamiben ami nem volt világos számára","kíváncsiság","hiányosság","aggodalom",5,2,2,5,5,5,71,87,4,4,5,50,75,"nem",5,4,3,4,4,4,4,4,4,4,5,4,4,5,3,2,4,3,3,4,3,2,3,5,4,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,4,4,4,4,4,4,4,5,4,4,4,5,2,4,5,3,4,3,4.5,4,4.5,3.75,4,4.5,4,2.2,3.4,3.2,0.461538461538462,3,3,3.77777777777778,4.11111111111111
"113","R_3eyHaWLjfTGLSQu",0.266504605650455,0.158869884431953,-0.211117995694345,0.221856769081297,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,4,196.823,141.884,14.0293620667513,11.9115070415124,14.0293620667513,11.9115070415124,0.473759127173532,0.407267568104877,1,1.88102669527841,"lenémítottam a telefonom","feladat","képesség","fejlődés","akadály","megugrani",3,4,5,2,4,"negatív","pozitív","vélemény","kultúrált","kultúrálatlan",1,5,3,5,1,4,2,3,2,2,3,5,3,3,2,"Úgy gondolom valamit ki akar javítani, segítő szándékból. Esetleg megmutatni egy új funkciót.","meglepődés","ijedtség","bizonytalanság",3,1,1,3,3,5,65,93,4,3,5,75,96,"Nem.",5,6,3,5,3,5,6,5,5,5,4,5,5,4,3,3,3,2,3,2,2,1,4,5,3,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,5,5,4,5,5,4,4,2,3,5,3,5,3,5,4,4,4,3,5.5,5.25,4.5,4,4.5,4,3.6,3,2.6,3.2,0.384615384615385,2.375,1.66666666666667,3.77777777777778,4.33333333333333
"114","R_3EytQdFAI9KfZe2",0.263219637796307,0.0517877074730944,0.584153432875579,0.32623663110405,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,3,20.829,27.576,4.56387992830662,5.25128555688986,4.56387992830662,5.25128555688986,0.0254777503001818,0.179547247105287,1,1.20502499740547,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","cél","leküzdés","előre","siker","pofára esés",5,5,5,5,1,"építő jellegű","bántó","ön","politika","tanár",5,1,4,3,3,2,3,1,1,2,2,5,4,2,2,"Biztosan valami rossz dolog következik.","pánik","minden rossz","kezdhetem elölről",1,1,1,2,1,5,82,86,1,2,5,81,91,"gyors olvasás és mondogatom magamban a  kategóriákat",5,5,2,3,4,4,4,4,5,4,5,5,5,5,2,2,2,2,2,2,2,2,3,2,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,2,5,2,2,3,2,4,5,5,5,4,5,5,3,5,5,5,4.25,5,3.25,2.5,4,4.2,3.2,1.8,3,0.153846153846154,2,1,4.55555555555556,3.11111111111111
