"","ResponseId","d_sens_chall","challange_d","d_sens_crit","criticism_d","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pid_avg","pre_ms_ev","intdel_pid","intdel_rei","intuition_pid","deliberation_pid","intuition_rei","deliberation_rei","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","perc_correct","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score"
"202","R_2wHL4u0tAQZtJ0I",-0.0232747916897318,0.327952779888598,0.173101289044242,0.27590406726308,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","siker","nehézségek","boldogság","küzdelem","félelem",5,2,5,4,1,"bosszú","bántalmazás","önbizalomhiány","szomorúság","segítőkészség",1,1,1,1,3,5,4,4,4,5,2,4,4,3,1,"Azt gondolom, hogy mivel nagyon elfoglalt és mégis beszélni szeretne valami probléma lehet a prezentációmmal.","önbizalomhiány","kétketés","bizonytalanság",1,1,1,4,4,5,45,100,4,4,5,30,100,"Hangosan kimondtam az össze szót így könnyebben tudtam gyors döntést hozni.",6,6,3,4,4,6,3,2,4,3,5,5,6,6,3,3,2,1,2,1,2,1,4,3,3,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,5,5,5,5,5,5,5,5,4,5,3,3,1,4,3,4,2,3,3,2,2,4,3,2,4,4,4,5,5,5,6,3,5.5,4.25,3.5,3,3.4,1.4,4.4,2.8,0.384615384615385,1.875,4,1,4,3.58333333333333,3,5,2.66666666666667,4.5,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0.666666666666667,603.327,795.859,24.5627156479083,28.2109730424174,24.5627156479083,28.2109730424174,0.821383287118528,0.728373144544667,1,3.5497564316632
"203","R_2wKWTFKm18sjcER",0,-0.0508453120385788,-0.657977903698963,-0.121645377857657,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","teljesítmény","erő","nehézség","kudarc",2,3,5,1,1,"nehéz","építő","segít","kudarc","támadás",2,5,5,1,1,3,2,3,2,3,3,4,4,3,2,"Összeségében arra számítanék, hogy pozitív visszajelzés érkezne, egy-két javítási gondolattal.","megkönnyebbülés","izgalom","feladat teljesítés",5,4,5,4,3,5,83,71,3,3,5,84,79,"a küzdelem főnevei nem voltak nehezen kategorizálhatók, kevés lehetőség volt, összesen kb 4 szó volt, ami nem oda tartozott, így az nem volt nehéz.",3,3,2,3,5,5,5,4,5,5,4,4,5,5,2,2,2,2,2,2,2,2,3,4,4,5,0,0,1,0,1,0,1,0,1,1,0,1,0,0,3,2,2,5,2,1,5,4,5,5,5,4,3,5,4,4,4,4,3,4,4,4,2,5,5,4,4,5,5,4,3,4.75,4.5,3.75,3.5,4.5,2.4,2.8,2.6,3.2,0.461538461538462,2,3.72222222222222,4.66666666666667,3.72222222222222,4.08333333333333,4.25,2.5,3.66666666666667,4.5,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0.666666666666667,182.941,315.26,13.525568379924,17.7555625086901,13.525568379924,17.7555625086901,0.414426642723239,0.458427111966989,1,2.87285375469023
"204","R_2wzNZ9RVqDnKvgq",0.182557922019462,0.156924908783257,-0.711134303041754,-0.559497027854992,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","elhivatott","dinamukis","erő","legyőz","harcol",5,5,5,4,4,"negatív","vélemény","kifejez","kimond","bírál",1,4,4,3,2,4,4,4,4,4,4,5,5,3,2,"Valószínűleg elmondja az észrevételeit, apróbb hibákat, de kiemeli a jobb részeket is.","Boldog, mivel foglalkozik a témafelelős a munkámmal","Kíváncsi","Elégedett",5,5,5,2,4,5,60,86,3,4,5,78,90,"Elmeredtem és ""kikapcsoltam"", csak a képernyőmet néztem és robotüzemmódban végeztem a feladatot.",5,5,2,2,3,5,4,4,5,2,6,6,5,6,3,1,4,2,2,3,1,2,4,5,4,4,1,0,0,1,0,0,1,1,1,1,1,0,0,0,2,2,4,4,4,3,5,4,2,5,3,2,2,1,2,2,2,3,4,3,4,4,3,4,4,3,3,4,3,3,5,3.75,5.75,3,4.5,4,4.6,2.8,4,3.8,0.461538461538462,2.25,2.88888888888889,5,2.88888888888889,3.5,2,3.16666666666667,3.66666666666667,3.33333333333333,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0.466666666666667,216.839,174.693,14.725454152589,13.2171479525653,14.725454152589,13.2171479525653,0.458668281966181,0.341250746709343,0.666666666666667,1.46658569534219
"205","R_2X7iCMfrmGgxMu3",-0.266504605650455,0.653043337538637,-0.790339818889801,0.573036925942883,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","élet","egyetem","nehézség","próbálkozás","siker",4,4,3,4,5,"nehézség","önbecsülés","feldolgozás","épitő","barát",3,2,3,5,5,4,4,3,4,4,3,5,4,3,2,"Szerintem valami épitő jellegü kritikát fog mondani, mindenképpen olyat, ami előreviszi a munkám és segit","izgatottság","kiváncsiság","félelem",4,4,2,3,4,5,80,80,3,3,5,85,90,"Igyekeztem csak a változó kateóriára koncentrálni (pozitiv/negativ).",3,3,2,3,3,3,3,4,4,4,4,4,5,5,3,3,3,1,2,3,3,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,4,4,4,5,2,3,4,4,5,2,5,4,3,4,4,4,4,4,5,4,4,2,2,3,4,3,2,3,3.75,4.5,2.75,3,3.5,4,3.6,3.8,3.4,0.0769230769230769,2.5,3.77777777777778,3.33333333333333,3.77777777777778,3.41666666666667,3.75,3.83333333333333,4.16666666666667,2.66666666666667,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0.533333333333333,126.896,158.835,11.2648124706983,12.6029758390628,11.2648124706983,12.6029758390628,0.331069085169933,0.325393566847775,0.666666666666667,1.32312931868437
"206","R_2X7L4G1wqtuTcnH",1.86819644678541,-0.328587927290905,0.512571512868743,0.0751588300331347,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","izgalom","versenyzés","váratlan","új","fordulat",5,3,4,3,5,"becsmérelés","ítélet","építő","borzongás","bosszúság",1,2,5,2,1,4,3,4,2,3,2,5,4,4,1,"Úgy vélem, hogyha a témavezetőm igen elfoglalt, így nem sok ideje van az én ügyes-bajos szakdolgozatommal és prezentációmmal foglalkoznia, akkor valószínűleg valamilyen nagy baklövést követtem el, amit személyesen szeretne velem átbeszélni.","bizonytalanság","tehetetlenség","kíváncsiság",1,1,4,3,3,5,60,85,4,4,5,45,75,"Az elején, amikor még jobban tudtam figyelni (nem fáradtam annyira), akkor magamban olvastam fel a szavakat. A második (kritikás) körben pedig már félig hangosan, suttogtam a képernyőn megjelenő szavakat.",2,3,3,4,4,4,4,3,3,3,5,4,4,6,3,3,3,2,1,4,1,1,3,4,4,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,4,3,5,5,4,5,4,4,5,4,5,5,3,5,5,4,5,3,5,3,4,5,4,4,5,5,4,3,4,4,2.5,3.25,4.75,3.75,3.5,4,4,2.2,3.2,3.2,0.384615384615385,2.25,4.33333333333333,2,4.33333333333333,4.16666666666667,4.625,4.33333333333333,4.16666666666667,4.16666666666667,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0.733333333333333,256.407,411.25,16.0127136988082,20.2792997906732,16.0127136988082,20.2792997906732,0.506131527012729,0.523586950917556,1,3.02971847793029
"207","R_2Xb1NY8ze6pjUJR",-0.409031954695601,0.138268540452329,0.371747896021286,0.204213820604216,NA,"nehézség","motiváció","akaraterő","megfelelés","bukás",3,4,5,3,1,"fájdalom","kéretlen","építő","sok","újság",1,2,4,3,3,4,2,4,2,4,2,3,3,3,2,"Elmondaná a prezentáció erősségeit, de tanácsot adna azzal kapcsolatban is amiken szerinte javítani, változtatni kellene","izgalom","bizonyítási vágy","félelem",4,4,1,2,3,4,60,100,2,3,4,46,87,"hangosan is kimondtam a szavakat",2,3,2,3,4,4,2,3,3,3,4,5,5,4,3,3,2,2,2,3,2,3,4,5,3,5,1,1,0,1,1,0,1,1,1,1,1,0,1,1,4,2,4,4,3,2,4,2,4,3,4,3,2,4,3,4,4,2,3,3,3,4,3,2,1,2,3,4,3,3,2.5,2.75,4.5,3.25,4.5,4,3.2,2.6,3.2,2.6,0.769230769230769,2.5,3.22222222222222,3,3.22222222222222,2.83333333333333,3.5,3.16666666666667,3,2.66666666666667,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0.733333333333333,231.501,165.921,15.2151569167064,12.8810325673061,15.2151569167064,12.8810325673061,0.476724378237943,0.332572654687385,0.666666666666667,2.47596369959199
"208","R_2xyQ6IJLhzayquD",0.399193029054267,0.0164412729371977,0.517787377956376,-0.087865563270884,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","élet","iskola","munka","feladat",4,4,4,2,4,"munka","mű","művészet","étel","színész",2,5,5,5,3,4,1,4,2,3,2,5,4,3,2,"Pozitív visszajelzésre számítanék, biztos felkeltettem vele az érdeklődését.","meglepettség","kíváncsiság","izgalom",3,4,4,3,4,5,60,70,3,4,5,60,70,"A két kategória nevét fejben ""összeraktam"", hogy ne kelljen mindig felpillantani a megjelenő szavakról a kategóriák nevére, tehát fejben mondogattam magamnak közben például, hogy ""pozitív kihívás"".",4,4,2,2,4,5,5,5,5,5,4,4,5,5,4,3,5,3,5,5,4,3,4,5,3,5,1,0,0,0,1,0,1,1,1,1,0,0,0,1,3,3,3,5,3,3,4,3,5,5,4,5,3,5,5,5,4,5,4,5,5,4,5,5,1,3,3,4,4,3,4,5,4.5,3.25,4.5,4,3.6,4,2.8,3.2,0.461538461538462,4,4.05555555555556,3.66666666666667,4.05555555555556,3.83333333333333,4.5,3.33333333333333,4.66666666666667,3,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0.8,302.254,444.582,17.3854536897948,21.0851132318515,17.3854536897948,21.0851132318515,0.556746567910082,0.544392077673903,1,3.10113864558398
"209","R_2Y3ThKboo7m82gf",-0.604189274074347,-0.111482122061309,0.416620443757558,-0.28749482729597,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","sport","erő","motiváltság","akaraterő","fáradtság",4,5,5,4,2,"vizsga","vélemény","újság","fejlődés","sértődés",3,4,3,5,1,4,2,4,2,2,2,3,4,2,3,"Izgulnék és biztos lennék benne, hogy rosszat fog mondani a dolgozatról. Ha tudnám, hogy amúgy nagyon jól sikerült a munkám, akkor is ugyanezt gondolnám, mert én alapvetően egy aggódó és kritikus ember vagyok.","izgalom","szomorúság","aggódás",4,1,2,3,4,5,71,90,3,4,5,82,92,"nem volt.",4,4,1,3,3,3,4,4,4,4,4,4,6,5,4,3,3,2,2,2,4,2,4,3,4,4,0,0,0,1,1,0,1,1,1,1,0,0,1,0,5,4,5,4,4,3,5,3,4,4,4,4,4,5,2,2,4,4,4,2,2,4,2,4,5,5,5,5,1,1,4,4,4.75,2.5,3.5,4,4,3.2,2.8,2.8,0.538461538461538,2.75,3.88888888888889,2.33333333333333,3.88888888888889,3.33333333333333,3.625,4.16666666666667,3,3.66666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,328.619,395.637,18.1278514998331,19.8906259328358,18.1278514998331,19.8906259328358,0.584119920303046,0.513551862811601,1,3.09767178311465
"210","R_2Y8KEu24f6Y6ll7",0.657977903698963,0.05874748878432,1.01071090455863,0.178850628937825,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","versengés","kitartás","elszántság","teljesítmény","határozottság",4,5,5,4,5,"elfogadás","harag","csüggedtség","alázat","önbírálat",5,1,2,5,5,4,3,4,3,3,2,5,4,5,3,"Úgy gondolom, ebben az esetben nem lehet azt gondolni, hogy feltétlen óriái hibát vétettem, és ezért akar látni a témavezetőm. Véleményem szerint mind pozitív és negatív visszajelzés egyaránt lehet, esetleg át akarja beszélni az irányt, amibe vittem a dolgozatomat, mert úgy véli, eltértem az eddigiektől, vagy szeretné, ha másra is koncentrálnék benne.","bizakodás","kíváncsiság","nyitottság",5,3,4,4,3,5,75,90,4,4,5,80,94,"Próbáltam minél inkább összpontosítani és magamban mondani a megjelenő szavak kategóriáját minden alkalommal, hogy gyorsabb legyen a reakció.",3,3,1,4,6,6,5,5,5,2,5,4,5,5,2,3,3,2,2,1,2,3,4,4,3,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,4,4,4,4,4,3,3,3,5,5,5,5,2,5,4,4,2,4,4,4,3,4,4,4,5,5,5,5,4,3,3,4.25,4.75,4.25,4,3.5,4.6,3.6,3.4,3.8,0.461538461538462,2.25,3.88888888888889,4,3.88888888888889,4.16666666666667,4,3.83333333333333,3.83333333333333,4.5,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0.466666666666667,229.215,293.408,15.1398480837821,17.1291564299005,15.1398480837821,17.1291564299005,0.473947625405341,0.442254065943945,0.666666666666667,2.58286835801595
"211","R_2yavuiTd4cE0HOo",0.346986646318254,-0.135660190089789,0.765966457004551,0.145229012002945,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kitartás","accepted","Barney Stinson","verseny","kesztyű",5,5,4,3,3,"ego","újság","sírás","építő","étterem",2,3,1,5,4,5,4,3,4,4,2,4,4,3,2,"Valószínűleg, hogy szar az egész, de ezt túl kemény lett volna emailben leírni","szorongás","aggodalom","izgalom",1,1,3,4,4,5,42,86,5,5,4,29,77,"nem",6,6,3,3,4,4,4,5,4,3,5,5,4,5,4,2,3,2,3,3,2,1,4,4,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,3,5,3,3,3,5,3,4,3,4,5,2,4,4,2,3,3,4,3,2,2,3,4,2,2,2,4,3,4,6,4,4.75,3.5,4,3,4,3,4,3,0.307692307692308,2.5,3.44444444444444,1.66666666666667,3.44444444444444,2.91666666666667,3.5,3.33333333333333,3,2.83333333333333,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0.6,135.88,95.614,11.6567576967182,9.77824115063645,11.6567576967182,9.77824115063645,0.345520710222587,0.252462339540587,1,1.59798304976317
"212","R_2YLL6qL1SUVq8HP",-0.817037471260277,0.441966051777175,1.52274967698164,-0.138494257805991,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","egészséges","prpblémás","kakaskodás","nagyképű",5,4,3,2,1,"negatív","pozitív","építőjellegű","segítőkész","esetekben megalázó",1,5,4,4,2,3,2,4,2,4,4,4,4,4,3,"Nem hinném, hogy kifejezetten negatív észrevételei lennének. Az, hogy személyesen szeretne találkozni, nem feltétlenül azt jelenti, hogy nem tartja megfelelőnek a munkám. Ha mégis van valami olyan észrevétele, ami nem kifejezetten pozitív, akkor is segíteni akar, ugyanis ez a dolga.","összezavaradottság","reménykedés","kis keserűség/félelem",3,4,2,4,NA,NA,56,81,3,3,5,58,90,"Nem igazán. Igyekeztem figyelni. Megfeszítetten figyelni",4,3,3,4,5,4,4,5,5,5,4,4,5,4,2,3,1,3,3,1,3,3,4,4,3,5,0,0,0,1,1,0,1,1,1,1,1,0,1,1,4,4,4,5,4,4,4,3,4,5,4,5,3,4,3,3,3,3,3,3,2,4,3,4,2,5,5,5,5,4,3.5,4.75,4.25,4,4,4,3,3.2,3,3.8,0.692307692307692,2.375,3.83333333333333,3,3.83333333333333,3.75,3.625,4.16666666666667,3.16666666666667,4.33333333333333,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.75,0.333333333333333,127.484,51.525,11.2908812764992,7.17809166840324,11.2908812764992,7.17809166840324,0.332030282250532,0.185329630157866,0,0.517359912408398
"213","R_2YnPRwFx2PEue6d",0.16709009260559,-0.605405270761155,0.182861325760547,0.216771655590112,NA,"feladat","munka","kibontakozás","versenyhelyzet","nyomás",4,3,5,2,3,"építő","tanulságos","bántó","csalódottság","negatív",5,5,1,2,1,4,3,4,2,4,4,4,2,4,1,"Valamit elrontottam a feladat megoldásával kapcsolatban, valószínűleg nem egy tipikus hibát vétettem, ami másoknál is előfordult, hanem lehet, hogy az egész feladatot félreértelmeztem.","izgulás","nyomás","aggódás",1,2,1,2,4,4,61,82,3,4,4,71,76,"nem",3,3,2,2,4,3,3,2,3,3,5,4,5,5,3,3,4,4,2,2,3,4,5,3,3,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,3,5,4,2,4,4,4,3,4,4,5,5,5,4,5,5,5,5,4,5,5,3,5,2,3,3,4,4,3,3,2.75,4.75,2.75,4,3.5,3.4,2.8,3.4,3,0.307692307692308,3.125,4.16666666666667,1.33333333333333,4.16666666666667,3.83333333333333,4.5,3.66666666666667,4.5,3.16666666666667,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.733333333333333,293.307,563.85,17.1262079865918,23.7455258943659,17.1262079865918,23.7455258943659,0.547187778950598,0.613080709358759,0.666666666666667,2.82693515497602
"214","R_2YoaW9ZI3OQmLZN",0.246021575470418,0.668049049151488,-0.497533217827612,0.2371182712169,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","fogyás","tanulás","fejlődés","változás",3,1,2,4,4,"szülők","barátok","építő","sértő","ön",3,3,5,1,2,2,2,2,2,3,2,3,3,3,3,"Nyilván a hibák kijavításáról. Esetleg tanácsokat ad. Építő kritika.","ideges","kiváncsi","ingerült",1,4,1,5,5,5,10,88,5,4,5,19,91,"nem",3,3,2,3,5,3,4,4,5,3,4,4,5,4,4,4,3,2,4,2,4,2,3,3,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,5,5,5,4,5,4,4,2,5,5,2,1,5,5,4,4,1,2,3,3,3,3,4,4,1,1,1,2,2,3,4,4.25,3.25,3,3.5,2.8,2.8,2.2,2.8,0.153846153846154,3.125,3.94444444444444,2,3.94444444444444,2.41666666666667,3.5,4.83333333333333,3,1.83333333333333,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.4,120.214,7.623,10.9642145181495,2.76097808756245,10.9642145181495,2.76097808756245,0.319985574991882,0.07128510911811,0,0.391270684109992
"215","R_2YueTKdhor8mtfR",-1.78651287529163,0.0807525367701221,0.773203583999616,-0.468332497777652,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","siker","izgalom","kudarc","feladat","idő",3,2,1,3,3,"igazság","fájdalom","belátás","őszinteség","teljesítmény",5,1,4,4,4,4,4,2,3,2,3,4,4,3,2,"Azt gondolom, hogy nem felel meg a prezentációm és azért kér személyes megbeszélést.","izgalom","kétségbeesés","kudarc",3,2,1,3,3,3,51,50,2,4,3,40,41,"Nem",4,3,2,3,4,3,3,3,4,4,3,3,3,4,4,4,3,2,3,4,3,2,3,3,1,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,2,3,2,3,4,2,2,3,4,3.5,3.5,3.25,3,3,3,2.4,3.6,3,3.2,0.307692307692308,3.125,3,2,3,2.75,3.125,2.83333333333333,2.5,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.2,55.212,14.175,7.43047777737071,3.76497011940334,7.43047777737071,3.76497011940334,0.18969125062646,0.0972069669792409,0,0.286898217605701
"216","R_2YVspzwAcJXv0am",-0.55650714308543,0.0753440142946054,-0.519520871260563,0.522260481670833,NA,"motiváció","kitartás","álom","maximalizmus","optimizmus",4,5,3,5,5,"rosszindulat","bántás","negativitás","sértés","romboló jelleg",2,1,1,1,1,4,2,4,2,4,1,3,3,3,2,"Szerintem rossz a beadott munkám, és ezt inkább személyesen szeretné megbeszélni, hogy megérthessem könnyebben, mintsem emailen közölje a problémákat.","stressz","kihívás","semlegesség",2,4,3,4,5,5,40,91,3,5,5,60,92,"nem igazán, próbáltam maximálisan fókuszálni",6,6,2,2,3,4,4,4,4,5,2,3,4,2,2,3,4,3,3,4,3,3,4,4,1,5,0,0,0,0,1,0,0,1,0,0,1,1,1,0,4,4,4,4,2,3,2,2,4,5,3,4,3,5,4,3,4,2,4,4,4,4,3,5,2,3,4,3,3,1,6,4.25,2.75,2.75,4,3,4.4,1.2,3.2,2.4,0.384615384615385,3.125,3.44444444444444,3,3.44444444444444,3.33333333333333,3.75,3.5,4,2.66666666666667,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0.75,0.4,149.265,103.056,12.2174056165783,10.1516501121739,12.2174056165783,10.1516501121739,0.366192663818358,0.262103306518481,0,1.62829597033684
"217","R_2YyqYGKR802jo8F",1.89331316842383,-0.315262628727404,0.476265498274007,0.234971085309654,"lenémítottam a telefonom,a böngészőt átváltottam teljes képernyős módra","izgalom","fejlődés","cél","munka","tapasztalat",4,5,4,4,4,"vélemény","emberek","negatív","bántás","fejlődés",4,3,1,1,5,4,5,4,4,4,4,4,3,3,2,"Szerintem át szeretné beszélni, hogy az esetleges hibákat közösen kijavítsuk és hogy segítsen a következő lépésekben.","izgalom","kételkedés","gyanú",4,2,2,4,3,5,66,83,4,4,4,71,88,"Megjegyeztem a fenti szavakat, így csak a középre felugrókra kellett koncentrálnom.",4,3,2,5,2,5,5,6,6,5,4,4,4,5,4,3,4,3,3,5,4,4,5,4,3,5,0,0,0,0,1,0,0,0,1,1,0,0,1,1,4,2,3,3,3,2,2,2,4,4,4,4,2,4,5,2,4,3,4,4,4,4,4,5,3,3,2,2,4,3,3.5,5.5,4.25,3.5,4.5,4,4.2,2.8,4.2,3.2,0.384615384615385,3.75,3.16666666666667,2.66666666666667,3.16666666666667,3.5,3.625,2.83333333333333,4.16666666666667,2.83333333333333,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.75,0.866666666666667,543.42,569.375,23.3113706160749,23.86157999798,23.3113706160749,23.86157999798,0.775244265614954,0.616077085707057,1,3.39132135132201
"218","R_2YzF1vxUgWp0h5v",-0.842183777458485,-0.302224228778184,0.379426296555347,0.098315369627036,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","vizsga","fogyás","apa","vírus",4,2,2,5,1,"jó","rossz","fidesz","könyv","film",5,1,2,5,5,3,2,3,3,2,2,4,4,2,2,"Szerintem sokkal egyszerűbb kontakt formában elmondani a véleményt, hiszen úgy nem kell várni a válaszra, rögtön visszajelzést kap mind a kettő fél.","szorongás","izgalom","boldogság",1,4,5,3,4,5,70,81,3,3,5,81,94,"nem volt.",4,6,2,4,4,3,3,3,3,4,3,3,4,3,2,3,2,3,1,2,2,2,4,5,5,4,0,1,1,0,1,0,0,0,1,1,0,0,0,0,5,4,4,4,4,5,5,4,4,4,4,2,4,3,4,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,5,3.25,3.25,3.25,4.5,4.5,2.8,3.6,2.6,2.8,0.384615384615385,2.125,3.88888888888889,3.33333333333333,3.88888888888889,3.58333333333333,3.5,4.33333333333333,3.33333333333333,3.83333333333333,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0.533333333333333,105.529,90.285,10.2727308930002,9.50184192670032,10.2727308930002,9.50184192670032,0.294489507130095,0.245326046454016,0.666666666666667,1.20648222025078
"219","R_2zFO8ohqvaYDqZy",0.33297716386765,0.0935841601456531,-0.889950469945373,0.201152991143638,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","nyomás","feladat","tanulás","siker",2,1,3,3,5,"építő","bántó","vélemény","fejlődés","szempontok",5,1,3,5,3,2,1,2,3,3,2,3,3,3,3,"Szerintem inkább a még javítandó pontokat fogja kiemelni. Esetleg hivatkozási hibákat talált, nem jó a konklúzió/felépítés","szkeptikus lettem","önreflektáló","negatív érzelmek",2,3,1,4,4,5,72,68,3,3,5,77,85,"nem igazán",5,5,1,2,2,5,4,3,4,3,5,5,5,4,2,3,2,2,3,4,3,2,4,1,4,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,3,3,2,4,3,4,3,3,4,5,5,1,4,5,4,4,3,3,3,3,3,3,3,2,2,2,3,3,4,5,3.5,4.75,2.5,2.5,3,2.8,3.4,2.2,2.8,0.230769230769231,2.625,3.55555555555556,2,3.55555555555556,2.83333333333333,3.875,3.16666666666667,3,2.66666666666667,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0.8,196.869,362.714,14.0310013897797,19.0450518508089,14.0310013897797,19.0450518508089,0.433062737419025,0.49172016448112,1,2.92478290190014
