"","assoc","word","order_mean","n","attitude_mean"
"570","CRITICISM","hierarchia",3,2,2.5
"571","CRITICISM","tarsak",2,1,3
"572","CRITICISM","paprika",2,1,3
"573","CRITICISM","zavartsag",2,1,2
"574","CRITICISM","elismeres",2.5,2,4.5
"575","CRITICISM","kozony",2,1,2
"576","CRITICISM","irigyseg",4,7,1.16666666666667
"577","CRITICISM","modszer",2,1,3
"578","CRITICISM","ellenszenv",3.5,2,1
"579","CRITICISM","szurkalodas",2,1,2
"580","CRITICISM","negativ velemeny",2,2,1
"581","CRITICISM","mufaj",2.5,2,3
"582","CRITICISM","zene",2,1,5
"583","CRITICISM","tamogatas",2.5,2,4.5
"584","CRITICISM","szkepticizmus",2,1,2
"585","CRITICISM","tudalekossag",2,1,2
"586","CRITICISM","elorejutas",2,2,5
"587","CRITICISM","tevedes",2,1,2
"588","CRITICISM","pozitiv-negativ",3.5,2,4
"589","CRITICISM","juindulat",2,1,5
"590","CRITICISM","szemelyek",2,1,2
"591","CRITICISM","megbelyegzes",2,2,1
"592","CRITICISM","szomorusag",3,4,1
"593","CRITICISM","velemenynyilvanitas",3.5,2,5
"594","CRITICISM","esszeru",2,1,4
"595","CRITICISM","elfogadhato",2,1,3
"596","CRITICISM","video",2,1,3
"597","CRITICISM","fikazas",2,1,2
"598","CRITICISM","szulok",3.33333333333333,3,3.66666666666667
"599","CRITICISM","feluletes",2,1,3
"600","CRITICISM","dolgozat",3.5,2,2.5
"601","CRITICISM","folyamat",3.5,2,3.5
"602","CRITICISM","szemszog",2,1,4
"603","CRITICISM","nezet",2,1,3
"604","CRITICISM","hibak",2,1,2
"605","CRITICISM","eloremutato",3.33333333333333,3,4.66666666666667
"606","CRITICISM","diaktarsak",2,1,3
"607","CRITICISM","szomoru",2,1,1
"608","CRITICISM","realitas",2,1,5
"609","CRITICISM","negtiv",2,1,1
"610","CRITICISM","nehezseg",3.57142857142857,7,2.125
"611","CRITICISM","bullying",2,1,1
"612","CRITICISM","eszrevetel",2.5,2,3
"613","CRITICISM","ego",2,1,2
"614","CRITICISM","ujsagcikk",2,1,4
"615","CRITICISM","kioktatas",2,1,2
"616","CRITICISM","helytelen",2,1,1
"617","CRITICISM","elvisel",2,1,3
"618","CRITICISM","visszacsatolas",2,1,3
"619","CRITICISM","facebook kommentelok",2,1,2
"620","CRITICISM","cinizmus",2,1,1
"621","CRITICISM","haszontalan",3,2,1
"622","CRITICISM","kellemes",3.5,2,5
"623","CRITICISM","dancso",2,1,5
"624","CRITICISM","kotozkodes",2,1,1
"625","CRITICISM","tipp",2,1,4
"626","CRITICISM","onuralom",2,1,5
"627","CRITICISM","onismeret",3,1,5
"628","CRITICISM","visszatarto",3,1,2
"629","CRITICISM","tamadas",3.66666666666667,3,1
"630","CRITICISM","munka",3.8,5,3.16666666666667
"631","CRITICISM","vitriol",3,1,1
"632","CRITICISM","otlet",3,1,5
"633","CRITICISM","szerethetetlenseg",3,1,1
"634","CRITICISM","erzek",3,1,4
"635","CRITICISM","szemleletvaltas",3.5,2,4.5
"636","CRITICISM","anya",3.5,2,2.5
"637","CRITICISM","nem tetszes",3,1,1
"638","CRITICISM","erdekes",3,2,3.5
"639","CRITICISM","cinikus megjegyzes",3,1,1
"640","CRITICISM","tehetseg",4,2,3.5
"641","CRITICISM","kenyszer",3,1,1
"642","CRITICISM","benyomas",3,1,3
"643","CRITICISM","a",4,2,3.5
"644","CRITICISM","feltekenyseg",3.66666666666667,3,1.5
"645","CRITICISM","hatarozottsag",3,1,4
"646","CRITICISM","osztonzes",3,2,4.5
"647","CRITICISM","makacs",3,1,2
"648","CRITICISM","emlekezteto",3,1,4
"649","CRITICISM","kultura",3,1,5
"650","CRITICISM","hibazas",4,2,1.5
"651","CRITICISM","enkep",3,1,5
"652","CRITICISM","apa",3,1,5
"653","CRITICISM","szigoru",3,1,2
"654","CRITICISM","kotekedo",3,1,2
"655","CRITICISM","szegyen",4,2,1.5
"656","CRITICISM","makacssag",3,1,4
"657","CRITICISM","jutalom",3,1,4
"658","CRITICISM","mozi",3,1,5
"659","CRITICISM","figyelem",3.5,2,4.5
"660","CRITICISM","jegy",3,1,2
"661","CRITICISM","oktatas",3,1,2
"662","CRITICISM","megfontolando",3,1,5
"663","CRITICISM","befolyasolas",4,4,1.5
"664","CRITICISM","szubjektiv",4,4,2
"665","CRITICISM","fozoverseny",3,1,3
"666","CRITICISM","csapat",3,1,4
"667","CRITICISM","tukor",4,2,3
"668","CRITICISM","paradicsom",3,1,4
"669","CRITICISM","elony",3,1,4
"670","CRITICISM","nok",3,1,2
"671","CRITICISM","megalazo",3,2,1
"672","CRITICISM","szorszalhasogatas",3,1,2
"673","CRITICISM","becsmerles",4,2,1.5
"674","CRITICISM","beszamolo",3,1,2
"675","CRITICISM","jellemzes",4,2,3.5
"676","CRITICISM","joindulat",3.66666666666667,3,4.5
"677","CRITICISM","korrigalas",3,1,2
"678","CRITICISM","negativitas",3,1,1
"679","CRITICISM","masok",3.5,2,2.5
"680","CRITICISM","depresszio",4,2,1
"681","CRITICISM","kelemetlen",3,1,2
"682","CRITICISM","szivbemarkolo",3,1,2
"683","CRITICISM","szigoru ember",3,1,3
"684","CRITICISM","elegetlenseg",3,1,1
"685","CRITICISM","hibajavitas",3,1,5
"686","CRITICISM","allaspont",3,1,3
"687","CRITICISM","gonosz",3.5,2,1
"688","CRITICISM","ujrakezdes",3.5,2,4
"689","CRITICISM","szakdolgozat",3.5,2,3.5
"690","CRITICISM","szubjektivitas",3,2,3
"691","CRITICISM","ujratervezes",4,2,4
"692","CRITICISM","erzekenyseg",3,1,3
"693","CRITICISM","megiteles",3.75,4,3
"694","CRITICISM","szaktarsak",3,1,2
"695","CRITICISM","etterem",3,1,3
"696","CRITICISM","igazsagtalansag",4,2,1
"697","CRITICISM","harag",3,2,2.5
"698","CRITICISM","muveszetek",3,1,3
"699","CRITICISM","joindulatu",4,2,4.5
"700","CRITICISM","kedves",3,1,4
"701","CRITICISM","biztato",3,1,4
"702","CRITICISM","tovabblepes",4,2,4.5
"703","CRITICISM","reflexio",3,1,3
"704","CRITICISM","onmagam",4.33333333333333,3,4
"705","CRITICISM","merlegeles",3,1,5
"706","CRITICISM","torlas",3,1,1
"707","CRITICISM","alkotas",3,1,3
"708","CRITICISM","megfelelesi kenyszer",3,1,1
"709","CRITICISM","ertelmetlen",3,1,1
"710","CRITICISM","iromany",3,1,3
"711","CRITICISM","rontas",3,1,2
"712","CRITICISM","jo indulat - rossz indular",3,1,3
"713","CRITICISM","szakertelem",3.5,2,5
"714","CRITICISM","megfontolt",3,1,4
"715","CRITICISM","probalkozas",4,2,3.5
"716","CRITICISM","nem eleg jo",3,1,2
"717","CRITICISM","ido",3,1,4
"718","CRITICISM","youtube kommentelok",3,1,3
"719","CRITICISM","kitartas",3.5,2,5
"720","CRITICISM","meggyozes",3,1,3
"721","CRITICISM","massag",3.5,2,2.5
"722","CRITICISM","idegesito",3,1,1
"723","CRITICISM","jobban csinalni",3,1,5
"724","CRITICISM","humor",3,1,5
"725","CRITICISM","piszkalodas",3.5,2,2
"726","CRITICISM","mentor",4.33333333333333,3,3.75
"727","CRITICISM","szorongas",3.5,2,1.5
"728","CRITICISM","eloadasforma",4,1,3
"729","CRITICISM","mindenki",4,1,2
"730","CRITICISM","megfontolas",4,2,5
"731","CRITICISM","elvorosodes",4,1,2
"732","CRITICISM","konfliktus",4,1,3
"733","CRITICISM","belekotes",4,1,1
"734","CRITICISM","megsemmisules",4,1,1
"735","CRITICISM","lehuzo",4.33333333333333,3,1.25
"736","CRITICISM","eles",4,1,1
"737","CRITICISM","jogos",4,1,4
"738","CRITICISM","elbizonytalanodas",4,1,1
"739","CRITICISM","velemenyezes",4,1,3
"740","CRITICISM","jellegzetes",4,1,5
"741","CRITICISM","intelligencia",4,1,5
"742","CRITICISM","idegenek",4,1,1
"743","CRITICISM","t",4,1,3
"744","CRITICISM","lenezes",4,1,2
"745","CRITICISM","ferfi",4,1,4
"746","CRITICISM","igyekves",4,1,4
"747","CRITICISM","elkeseredettseg",4,1,2
"748","CRITICISM","kell",4,1,3
"749","CRITICISM","szabadsag",4,1,4
"750","CRITICISM","pelda",4,1,5
"751","CRITICISM","hazugsag",4,3,1
"752","CRITICISM","teljesites",4.5,2,3
"753","CRITICISM","pozitiv v negativ",4,1,3
"754","CRITICISM","megprobalni",4,1,5
"755","CRITICISM","ijeszto",4,1,1
"756","CRITICISM","civil",4,1,5
"757","CRITICISM","buszkeseg",4,2,3.5
"758","CRITICISM","hagyni",4,1,3
"759","CRITICISM","megalazottsag",4,1,1
"760","CRITICISM","beszed",4,1,3
"761","CRITICISM","kulso",4,1,2
"762","CRITICISM","rosszul eso",4,2,1.5
"763","CRITICISM","rossz megjegyzes",4,1,1
"764","CRITICISM","szo",4,1,3
"765","CRITICISM","pizza",4,1,5
"766","CRITICISM",".",4.5,2,3
"767","CRITICISM","frusztracio",4,1,2
"768","CRITICISM","bizonyitas",4.5,2,4.5
"769","CRITICISM","erett",4,1,4
"770","CRITICISM","elorelepes",4.5,2,5
"771","CRITICISM","leertekel",4,1,1
"772","CRITICISM","udvarias",4,1,5
"773","CRITICISM","nyers",4,1,2
"774","CRITICISM","divat",4,1,3
"775","CRITICISM","esely",4,2,5
"776","CRITICISM","rossz akaras",4,1,1
"777","CRITICISM","ellenfel",4,1,5
"778","CRITICISM","mu",4,1,4
"779","CRITICISM","ellenorzes",4,1,3
"780","CRITICISM","elegedettseg",4,1,5
"781","CRITICISM","elrontott",4,1,1
"782","CRITICISM","rossz teljesitmeny",4,1,1
"783","CRITICISM","objektiv",4,1,5
"784","CRITICISM","elnyomo",4.5,2,1.5
"785","CRITICISM","megkuzdes",4,1,4
"786","CRITICISM","lehuzas",4,1,1
"787","CRITICISM","szobor",4,1,3
"788","CRITICISM","showmusor",4,1,4
"789","CRITICISM","rosszallo",4,1,1
"790","CRITICISM","beszolas",4,1,1
"791","CRITICISM","verseny",4.5,2,3.5
"792","CRITICISM","ellentet",4,1,2
"793","CRITICISM","nyilvanos",4,1,2
"794","CRITICISM","vizsga",4,1,2
"795","CRITICISM","gorcs",4,1,1
"796","CRITICISM","duhonges",4,1,1
"797","CRITICISM","felelosseg",4,1,3
"798","CRITICISM","beallitodas",4,1,3
"799","CRITICISM","szint",4,1,3
"800","CRITICISM","igazsagtalan",4,1,2
"801","CRITICISM","teveszmek",4,1,1
"802","CRITICISM","joszandek",4,1,5
"803","CRITICISM","cafol",4,1,2
"804","CRITICISM","tanito",4,1,3
"805","CRITICISM","szembenallas",4,1,1
"806","CRITICISM","tudas",4,1,5
"807","CRITICISM","okosabb",4,1,5
"808","CRITICISM","erzelmek",4,1,3
"809","CRITICISM","befogadhatatlan",4,1,1
"810","CRITICISM","megfigyeles",4,1,4
"811","CRITICISM","meghallgat",4,1,5
"812","CRITICISM","vege",4,1,2
"813","CRITICISM","foci szurkolok",4,1,4
"814","CRITICISM","jobbitas",4,1,5
"815","CRITICISM","profi",4.5,2,5
"816","CRITICISM","tapasztalat",4,1,4
"817","CRITICISM","atnezes",4,1,3
"818","CRITICISM","formalo",4,1,4
"819","CRITICISM","tapintat",5,1,5
"820","CRITICISM","mas szemlelet",5,1,4
"821","CRITICISM","viszolygas",5,1,1
"822","CRITICISM","ero",5,1,5
"823","CRITICISM","szocialis izolacio",5,1,1
"824","CRITICISM","kitol",5,1,3
"825","CRITICISM","lelombozas",5,1,1
"826","CRITICISM","csufolodas",5,1,1
"827","CRITICISM","akadaly",5,1,2
"828","CRITICISM","tures",5,1,4
"829","CRITICISM","onutalat",5,1,1
"830","CRITICISM","jeg",5,1,2
"831","CRITICISM","koncentralas",5,1,4
"832","CRITICISM","kampany",5,1,2
"833","CRITICISM","fozes",5,1,2
"834","CRITICISM","tobb nezopont",5,1,5
"835","CRITICISM","barati",5,1,5
"836","CRITICISM","bosszuvagy",5,1,1
"837","CRITICISM","erzesek",5,1,3
"838","CRITICISM","tudas atadas",5,1,5
"839","CRITICISM","stop",5,1,4
"840","CRITICISM","pontszam",5,1,2
"841","CRITICISM","lecke",5,1,5
"842","CRITICISM","pontozas",5,3,3
"843","CRITICISM","biztatas",5,1,5
"844","CRITICISM","latasmod",5,1,3
"845","CRITICISM","teher",5,1,1
"846","CRITICISM","igaz baratsag",5,1,4
"847","CRITICISM","internet",5,1,4
"848","CRITICISM","guny",5,1,1
"849","CRITICISM","okos",5,1,5
"850","CRITICISM","ellentetes",5,1,3
"851","CRITICISM","nemtetszes",5,1,1
"852","CRITICISM","panaszkodas",5,1,1
"853","CRITICISM","merce",5,1,3
"854","CRITICISM","hatraltatas",5,1,2
"855","CRITICISM","pomodoro",5,1,5
"856","CRITICISM","elegedetlenseg",5,1,3
"857","CRITICISM","tekintelyszemely",5,1,5
"858","CRITICISM","megfogad",5,1,5
"859","CRITICISM","facebook",5,1,3
"860","CRITICISM","megoszto",5,2,3
"861","CRITICISM","pozitiv velemeny",5,1,5
"862","CRITICISM","reflekcio",5,1,4
"863","CRITICISM","hozzaertes",5,1,4
"864","CRITICISM","komoly",5,1,3
"865","CRITICISM","jovo",5,1,5
"866","CRITICISM","szakember",5,1,3
"867","CRITICISM","ismeret",5,1,3
"868","CRITICISM","beszelgetes",5,2,4
"869","CRITICISM","kapcsolat",5,1,3
"870","CRITICISM","visszassag",5,1,2
"871","CRITICISM","hianyos",5,1,2
"872","CRITICISM","eloiteletesseg",5,1,2
"873","CRITICISM","lehangolo",5,1,1
"874","CRITICISM","folyamatos",5,1,1
"875","CRITICISM","mas velemenye",5,1,3
"876","CRITICISM","atertekeles",5,1,4
"877","CRITICISM","hir",5,1,4
"878","CRITICISM","madagaszkar",5,1,5
"879","CRITICISM","banto szavak",5,1,1
"880","CRITICISM","szoveg",5,1,3
"881","CRITICISM","ellenzek",5,1,4
"882","CRITICISM","ujsagirok",5,1,3
"883","CRITICISM","becsmerel",5,1,1
"884","CRITICISM","hiresseg",5,1,3
"885","CRITICISM","etel",5,1,4
"886","CRITICISM","self",5,1,3
"887","CRITICISM","illet",5,1,3
"888","CRITICISM","interju",5,1,3
"889","CRITICISM","hulyeseg",5,1,1
"890","CRITICISM","hitelesseg",5,1,4
"891","CRITICISM","izgalom",5,1,4
"892","CRITICISM","irrelevans",5,1,3
"893","CRITICISM","lila szin",5,1,5
"894","CRITICISM","ventillalas",5,1,4
"895","CRITICISM","kovetkeztetes",5,1,3
"896","CRITICISM","sikertelen",5,1,1
"897","CRITICISM","elorehaladas",5,1,5
"898","CRITICISM","rendes",5,1,5
"899","CRITICISM","vitas helyzet",5,1,4
"900","CRITICISM","motivalo",5,1,4
"901","CRITICISM","valasz",5,1,5
"902","CRITICISM","okoskodo",5,1,2
"903","CRITICISM","tuzetesseg",5,1,4
"904","CRITICISM","kihivas",5,1,5
"905","CRITICISM","nezopontok",5,1,3
"906","CRITICISM","ismeretlen",5,1,3
"907","CRITICISM","elegtelen",5,1,1
"908","CRITICISM","meggyozodes",5,1,4
"909","CRITICISM","igazsagos",5,1,3
"910","CRITICISM","hagyjal mar",5,1,1
"911","CRITICISM","turelem/nyugalom",5,1,3
"912","CRITICISM","tolerancia",5,1,4
"913","CRITICISM","-",5,1,3
"914","CRITICISM","szakerto",5,1,3
"915","CRITICISM","attol fugg kitol es mit kapok",5,1,3
"916","CRITICISM","tehetsegkutatok",5,1,2
"917","CRITICISM","panasz",5,1,3
"918","CRITICISM","leszolas",5,1,1
"919","CRITICISM","elkerulhetetlen",5,1,2
