"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5"
"154","r_bkkbo2eczmfzrwp","próbatétel","időtöltés","siker","sikertelenség","mérkőzés",4,5,5,1,3,"kritizálás","negatív vélemény","ösztönzés","megítélés","pozitív vélemény",1,1,4,1,5
"155","r_21fw1j1x3kz8voz","feladat","munka","nehézség","jutalom","próba",3,2,2,5,4,"vélemény","tanulás","fejlődés","emberek","reflekció",3,4,5,3,4
"156","r_3pq2popdbtcaksq","motorozás","jogosítvány","forgalom","gyakorlás","felkészülés",5,5,4,4,4,"építő","műfaj","irodalom","bántó","gondolkodás",4,3,4,1,5
"157","r_dijxboazkchxhhj","feladat","párbaj","-","-","-",4,3,3,3,3,"film","zene","vita","divat","könyv",5,5,3,3,5
"158","r_uxq5dhodlihg8m1","új","küzdelem","siker","kudarc","ellenfél",4,5,5,1,3,"átgondol","negatív","tanár","javít","fejlődik",3,1,2,4,4
"159","r_ekqsauaoiwulycn","legyőzni a szorongásom","koncentrálni","ismerkedni","lemondani dolgokról","elengedni embereket",1,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","r_25wtsuttsulwy5f","harc","győzelem","ellenfél","fejlődés","tanulás",1,5,2,5,5,"sértettség","hiba","fejlődés","esély","javítás",1,2,5,5,5
"161","r_w8urfi3y7merb3b","siker","büszkeség","helyezés","idő","verseny",5,5,5,3,5,"megjegyzés","megvetés","jellemzés","másság","elfogadás",3,2,4,1,5
"162","r_3gxctds8xnedrp1","lehetőség","jövő","türelem","idő","kaland",5,5,5,5,5,"írás","pozitív","fejlődés","negatív","iskola",5,5,5,1,4
"163","r_ulic14eokphwwmp","szakdolgozat","vizsga","egyetem","munka","tanulás",3,2,3,3,3,"iskola","egyetem","negatív","tanulás","dolgozat",3,3,1,3,2
"164","r_szfrxon0rgrffoj","fejlődés","nehéz","bonyolult","komplikált","edzés",5,2,3,4,4,"fejlődés","támogatás","pozitiv","visszajelzés","előremutató",5,4,5,4,5
"165","r_xomcmrxnjp7rorr","nehézség","feladat","célok","verseny","magabiztosság",2,3,4,3,4,"értékelés","javaslat","komment","tanács","hozzáértés",3,4,3,4,4
"166","r_2ujt5ayeq2zdhuw","erőfeszítés","aggodalom","izgalom","izgatottság","jutalom",2,1,4,4,5,"elfogadás","tanulás","szomorúság","megfelelés","javulni akarás",3,4,1,2,4
"167","r_3oapbbq35snpuie","siker","teljesítmény","büszkeség","kudarc","szégyen",5,5,4,1,1,"tanulság","fejlődés","jóindulat","rossz akarás","szülők",4,5,4,1,4
"168","r_2cqathxpnsphnte","siker","küzdés","feladat","idő","stressz",4,4,3,4,2,"vélemény","rosszindulat","építő jellegű","film","zsűri",4,2,4,3,3
"169","r_2dnnciuyxap2riy","küzdelem","cél","kitartás","feladat","élet",3,5,4,2,4,"vélemény","építő","őszinte","motiváció","komoly",3,5,4,4,3
"170","r_1inte3nzr7uawsk","küzdelem","munka","fejlődés","nehéz","kitartás",4,2,5,1,4,"rossz","fejlődés","hiba","építő jellegű","javítás",1,5,3,4,3
"171","r_1crjc79zgtwuaod","győzelem","küzdelem","akarat","újdonság","cél",5,5,5,4,5,"építő","bántó","támogatás","segítség","fájdalom",5,2,5,5,2
"172","r_2awuqdfrqhwcoc9","motiváció","teljesítés","összpontosítás","cél","erőbefektetés",5,4,4,5,4,"építő","vélemény","korrigálás","tanács","bántó",5,4,2,4,1
"173","r_e9fz1wfmquawnkx","fejlődés","én","szakma","egyediség","verseny",5,5,5,5,5,"fejlődés","szkepticizmus","negativitás","ellenfél","jövő",5,2,1,5,5
"174","r_3g2gstpzucvvmq5","izgalom","fejleszt","küzdelem","eredmény","siker",5,4,2,4,5,"építő","negatív","vélemény","mű","szakember",5,2,3,4,3
"175","r_3es3mjwpt15ukoy","nehézség","munka","siker","megpróbáltatás","próba",2,4,5,3,3,"vélemény","segítség","elemzés","értékelés","ismeret",4,5,4,4,3
"176","r_3kbm45eknorp76z","nehéz","időigényes","megtérülés","versenyszellem","felhívás",3,2,5,4,3,"igazság","tudálékosság","visszajelzés","ellenőrzés","beszélgetés",3,2,5,3,4
"177","r_20zgrptplgzmebi","cél","krízis","eredmény","nehézség","új",3,4,4,2,4,"vélemény","fejlődés","lehetőség","színház","önmagam",3,4,5,5,4
"178","r_oxkclm1yim85za5","jövő","épít","lefoglal","aktivitás","tanulás",4,5,4,4,4,"épít","előrejutás","őszinte","rosszindulat","féltékenység",5,5,5,1,1
"179","r_1dbqfpszlmi0brq","nehézség","mérce","elismerés","feladat","önértékelés",4,2,5,4,5,"pozitív","negatív","segítség","sertés","vélemény",5,1,5,1,4
"180","r_3pw6zi39j9txxon","nehézség","izgalom","kétségek","öröm","csalódottság",1,4,1,5,1,"építő","megfelelés","visszajelzés","elégedettség","csalódottság",4,2,3,5,1
"181","r_24d6vwaxrbjs5vm","verseny","teljesítmény","siker","kitartás","tovább",4,4,4,4,3,"hiba","tévedés","fejlődés","őszinteség","kapcsolat",2,2,4,5,3
"182","r_ai1kvgf8lyasgm1","verseny","versenyző","mérce","küzdelmek","teljesít",5,4,4,3,5,"vélemény","negatív","pozitív","értékelés","pontozás",3,1,5,4,3
"183","r_2xestszmtqmmfay","megoldás","folyamat","gondolkodás","siker","kudarc",5,4,4,5,1,"építő","elfogadás","kudarc","elrontott","visszásság",5,4,1,1,2
"184","r_1bymyfupxguwokw","odafigyelés","kemény munka","stressz","fáradtság","sok idő",3,4,1,1,2,"negatív","építő jellegű","pozitív","rossz teljesítmény","hiányos",1,4,5,1,2
"185","r_3dpbjgfa7i0nl0g","boldogít","verseny","adrenalin","eredmény","megfelelő",4,4,4,4,5,"film","pozitív-negatív","kritikus","vélemény","fontos",4,3,3,4,5
"186","r_3de2q9vk0zvuhz5","vizsga","nehéz","megoldás","akadály","tudás",1,1,5,3,5,"hallgatás","júindulat","építő","bántó","megosztó",4,5,5,1,3
"187","r_scyjlzudn1yssup","erő","akarat","öröm","akarom","menni fog",4,5,5,5,5,"én","személyek","szomorúság","megbántás","előítéletesség",3,2,1,2,2
"188","r_31xwpjuwfzxl3mv","erőbefektetés","versenyszellem","ész","időzítés","ambíció",5,3,5,2,5,"vélemény","megbélyegzés","mások","befolyásolás","film",3,1,3,2,3
"189","r_5bew67fgo84hzjt","küzdés","cél","motiváció","iskola","sport",5,5,5,2,4,"elítélés","szomorúság","depresszió","megalázás","szigor",1,1,1,1,2
"190","r_27qpok8eryucdax","célok","élet","egyetem","gyermekvállalás","győzelem",5,5,4,4,5,"pozitív","negatív","építő","őszinte","lehangoló",5,5,4,5,1
"191","r_1itavdjws3kshhr","motiváció","lehetőség","siker","bukás","bátorság",5,4,5,1,4,"építő","negatív","lehetőség","fejlődés","vélemény",4,1,4,5,3
"192","r_3niofhtfsvbboxv","teljesíthető","képesnek lenni","szenvedés","túlesni rajta","átvágni az akadályokon",5,5,1,3,5,"építő","fájdalmas","tanulságos","objektív","értékelhetetlen",5,1,5,5,1
"193","r_1fg44s3rbru2578","küzdelem","siker","fáradság","félelem","elakadás",4,5,3,2,1,"felesleges","sértő","kelemetlen","elnyomó","folyamatos",3,1,2,2,1
"194","r_3n0hlmxzuwtgsha","siker","szerencse","uj dolgok","uj emberek","nyeres",5,5,5,5,5,"negativ","pozitiv","igazsag","hazugsag","mas velemenye",1,5,5,1,3
"195","r_2fjm4mfw0yqcm3b","önfejlesztés","feladat","fejlődés","motiváció","győzelem",5,3,5,5,5,"építő","fejlődés","zsűri","megküzdés","átértékelés",5,5,3,4,4
"196","r_3pncl3xogchepqw","feladat","megvalósítandó","élmény","fejlődés","teljesítés",3,4,5,5,3,"vélemény","építés","szívbemarkoló","lehúzás","értékelés",5,5,2,1,3
"197","r_3fldidltkz5dynx","tárgyak","kapcsolat","időbeosztás","döntéshozatal","építkezés",2,3,2,2,4,"értékelés","véleménynyilvánítás","önkritika","ítélkezés","hír",4,5,2,1,4
"198","r_3lz8rblqdbekzyt","cél","eszköz","előre","tárgy","párbaj",5,3,5,4,3,"bíró","bírálat","vélemény","szobor","madagaszkár",4,2,5,3,5
"199","r_w0chfbidymdefzf","hegymászás","elszántság","türelem","erő","akaraterő",5,5,5,5,5,"rossz érzés","építő jellegű","szigorú ember","showműsor","bántó szavak",1,5,3,4,1
"200","r_2d6n09pgdcv8wev","feladat","küldetés","túra","menet","nehézség",3,4,4,3,1,"puzsér róbert","vélemény","negatív","rosszalló","szöveg",2,3,1,1,3
"201","r_3ni2ydtdx8xtis8","akadály","nehéz","negatív tényező","legyőzés","lehetőség",4,5,1,4,5,"vita","értékelés","elégetlenség","beszólás","irigység",5,3,1,1,1
"202","r_25mefqphw9npgct","verseny","megmérettetés","fejlődés","nehézség","versenyszellem",4,4,4,3,4,"tanulsàg","rosszindulat","épitő","verseny","tehetség",4,1,4,4,4
"203","r_bf8wtnrheuzy45r","vizsga","angol","statisztika","szocialpolitika","szegenyseg",1,2,1,3,1,"politika","újságírás","színház","értékelés","ellenzék",2,4,5,5,4
"204","r_9skpwerikbifq7n","nehézség","szorgalom","türelem","fáradság","áldozat",1,4,5,1,4,"építő","sértő","segítség","bántás","tanulás",5,1,5,1,3
"205","r_3h9nfgfexvkv35m","feladat","nehézség","lehetőség","próba","siker",3,1,4,4,5,"fájdalom","ésszerű","építés","düh","újságírók",1,4,4,1,3
"206","r_sivaxrlzzpqftct","próba","feladat","felmérés","küzdelem","vetélkedés",3,3,3,4,4,"elemzés","értékelés","hibajavítás","vélemény","visszajelzés",3,3,5,3,3
"207","r_3onjtktzvnvl04z","akadály","kitartás","erőfeszítés","cél","félelem",2,4,3,5,1,"ítélet","vélemény","álláspont","ellentét","becsmérel",2,3,3,2,1
"208","r_2cbvunxelbx454k","feladat","akarat","alapos","erő","kaland",3,5,5,5,5,"feladat","szigor","negatív","őszinte","írás",3,2,1,5,3
"209","r_usjhahe7px8qqc5","erofeszites","elorelepes","nehez","szemelyisegfejlodes","munkahely",4,5,1,5,3,"negativ","pozitiv","velemeny","sertes","onbecsules",2,5,4,1,3
"210","r_1mtndpek93oti08","feladat","megoldás","kitatás","nehéz","képesség",3,5,4,2,5,"ítélkezés","elfogadható","gonosz","nyílvános","híresség",1,3,1,2,3
"211","r_294ytzq6y3bizdr","verseny","challange","teljesítmény","küzdelem","eredmény",4,5,5,2,5,"építő","segítég","rosszindulat","film","étel",5,5,1,4,4
"212","r_1ciqj3mfg0eqvgc","egyetem","tanulás","sport","alázat","kitartás",5,5,5,5,5,"gondolkodás","megfelelés","igazság","hazugság","rossz",4,2,5,1,1
"213","r_1oin1a8yuydj7pa","feladat","siker","út","kudarc","törekvés",3,5,3,1,4,"negatív","pozitív","segítség","visszajelzés","self",1,5,4,4,3
"214","r_21hugvoxtmxnbuj","akadály","megmérettetés","párbaj","legyőzni","ellenfél",2,3,3,4,2,"kritikus","film","műfaj","építő","illet",3,3,3,4,3
"215","r_1m5vtsvqlmgag1i","erő","akarat","energia","boldogság","akadály",5,5,5,5,5,"építő","tanulság","újrakezdés","esély","javulás",5,5,5,5,5
"216","r_272o0dayhivkyg1","ellenfél","megmérettetes","párbaj","küzdelem","bajnokság",3,3,3,3,3,"visszajelzes","bírálat","értékelés","minősítés","pontozás",3,2,3,2,3
"217","r_1il8xz1lrw0ad4b","fejlődés","próba","tanulás","stressz","alkalmazkodás",5,3,4,2,3,"írás","videó","fejlődés","pozitív","negatív",3,3,5,5,1
"218","r_1nxqufb4pyhlmy7","egyetem","diploma","munka","párkapcsolat","pénz",5,5,4,1,1,"egyetem","barátok","szakdolgozat","vizsga","interjú",5,5,3,2,3
"219","r_3ls7pqhcia8s9sx","születés","tanulás","munka","gyerekek","halál",4,4,4,5,2,"haladás","minősítés","film","építés","visszajelzés",5,1,3,4,5
"220","r_33mesx5combvpme","játék","egyetem","osztályzat","versenytárs","erő",4,4,2,2,3,"újság","film","puzsér","bántó","fejlődés",3,3,3,1,5
"221","r_u9l2y3ycbxalkyd","nehéz","siker","fejlődés","remény","tudás",1,5,5,2,4,"kudarc","konstruktív","megalázó","görcs","önértékelés",1,5,1,1,3
"222","r_2vf0kdah0fmkckj","motiváció","nehézség","munka","izgalom","félelem",5,2,4,4,1,"gyomorideg","önbizalomhiány","fèltékenység","visszajelzés","bántás",2,1,2,3,1
"223","r_roqtsemtrys0bot","siker","kitartás","nehézségek","kudarc","energia",5,5,3,1,5,"negatv","pozitív","építő","sértő","nehéz",1,5,5,1,3
"224","r_3qpyd2ykqykffxl","munka","kitartás","siker","fáradtság","előrejutás",4,5,5,2,5,"hiba","irigység","épités","haladás","vélemény",4,1,5,5,5
"225","r_1esmevccrrcteit","lehetőség","megmérettetés","vereség","győzelem","döntetlen",4,4,2,5,3,"vélemény","fikázás","szubjektivitás","dühöngés","hülyeség",3,2,3,1,1
"226","r_2vjbieelyssrqb5","feladat","célok","haladás","nehézségek","továbbjutás",3,5,5,2,5,"rossz","hiba","újratervezés","haladás","továbblépés",1,1,4,5,5
"227","r_ejcyeai3s4fvzbt","cél","ösztönzés","kitartás","izgalom","erő",5,5,4,4,5,"fájdalmas","igazság","önértékelés","felelősség","hitelesség",2,3,4,3,4
"228","r_1mefiy3lgv9wbgc","kaland","nehézség","feladni","lastminute","nyerni",4,1,1,3,5,"építő","ítélkezés","érzékenység","rosszindulat","konstruktív",5,1,3,1,5
"229","r_3rsglqu3kbtn9lp","lehetőség","félelem","küzdelem","önismeret","fejlődés",5,2,4,5,5,"pozitív","negatív","építő","romboló","fejlesztő",5,1,5,1,5
"230","r_3l0xvak0xpi3got","izgalom","feladat","idő","felkeszules","tanulás",4,4,3,4,4,"ítélet","pozitiv","negativ","kellemetlen","izgalom",2,5,2,2,4
"231","r_1lbtmzwr7yai4zk","kitartás","kreativitás","küzdelem","cél","motiváció",5,5,4,5,5,"bírálat","pozitív","negatív","építő","romboló",2,5,1,5,1
"232","r_11xveqkg9ii91ia","tanulmányok","ismerkedés","barátkozás","programozás","időbeosztás",2,3,3,4,3,"oktató","szülők","társadalom","értékelés","puzsér",4,5,3,3,3
"233","r_8x3cyeacrldxc7t","megpróbáltatás","lehetőség","megmérettetés","teljesítmény","cél",2,5,2,2,4,"társadalom","negatív","fájdalmas","építő","fejlődés",3,1,1,4,5
"234","r_2udlprqchky07i5","cél","motiváció","feladat","figyelem","stratégia",5,5,3,4,3,"vélemény","gondolkodás","megítélés","beállítódás","értékelés",4,5,3,3,3
"235","r_9tscjkr55wwfopd","megmérettetés","fejlődés","vizsga","szakdolgozat","munka",3,5,3,3,3,"tanár","önkritika","szaktársak","szint","család",3,2,2,3,2
"236","r_3hk8vdhmtnw9ibr","egyetem","vizsgák","munka","mental health","stressz",2,3,4,3,1,"őszínte","felületes","szubjektív","igazságtalan","irreleváns",5,3,1,2,3
"237","r_3ki9mcksf4fu3oo","nehéz","munka","erőfeszítés","új","megújulás",2,3,3,5,5,"negatív","rossz","étterem","konstruktív","elemzés",1,1,3,5,3
"238","r_eqgn1w3dbslkaul","flow","könyvtár","küzdelem","stressz","harc",5,5,4,1,4,"értékelés","pozitív","negatív","megítélés","szubjektív",5,5,4,5,2
"239","r_1pyrnidtk6xtvqy","siker","bizonyítási vágy","akadály","elismerés","büszkeség",5,3,4,5,4,"elutasítás","megbélyegzés","elismerés","téveszmék","bizonyítás",1,1,5,1,4
"240","r_3pikx8krkeyqgai","küzdelem","alvatlanság","feladat","bátorság","izgalom",4,1,4,5,2,"nagymamám","sértődés","tanács","puzsér róbert","lila szín",2,1,5,3,5
"241","r_3esxr0b8xml20uv","erő","teljesítmény","nehézség","energia","felkészülés",5,3,2,3,5,"gonoszság","vélemény","igazságtalanság","építő","megalázás",1,3,1,5,1
"242","r_3jjfnxj8mibwuu2","kaland","konfortzóna","fejlődés","előrelépés","tanulság",4,3,4,4,4,"vélemény","bírálat","értékelés","kritikus","ítélet",3,2,3,3,2
"243","r_3kaz85cqmrgjyap","küzdés","teljesítmény","verseny","célok","felmérô",4,5,4,5,3,"vélemény","bírálat","pozitív","negatív","film",3,2,5,1,5
"244","r_sow7pzjxcrfsjcn","próba","tanulás","nehézség","erő","iskola",3,4,2,4,3,"tanár","dolgozat","hiba","tanulmány","próbálkozás",4,3,1,5,4
"245","r_3g1lwe3idevgucy","győzelem","harc","kudarc","teljesítmény","élmény",5,4,2,4,5,"vélemény","folyamat","harag","sértődöttség","ventillálás",3,4,2,2,4
"246","r_2dewy1zu4ux6dif","feladat","nehézség","csapatmunka","megoldás","próba",4,3,5,5,3,"vélemény","szemszög","értékelés","negatív","építő",3,4,4,1,5
"247","r_ukh5b1qk1e2qsrr","próba","siker","kudarc","feladat","ismeretlen",3,5,1,3,3,"önbizalom","sértés","segítség","jószándék","teljesítmény",3,1,4,5,3
"248","r_wruobtuz701ompx","iskola","egyetem","élet","munka","győzelem",4,5,5,3,5,"tanár","pozitív","negatív","szomorúság","iskola",4,5,1,1,2
"249","r_2otifi5mdve6cy4","feladat","siker","kudarc","energia","áldozatvállalás",3,5,1,3,2,"építő","tanács","hiba","megfontolás","következtetés",5,5,1,5,3
"250","r_volwubej932vncj","vizsga","tanulás","élet","teljesítmény","nehéz",1,4,3,5,2,"negatív","építő","támogató","cáfol","sikertelen",1,4,5,2,1
"251","r_3npop2vfvvkcbun","kaland","próbatétel","veszély","bizonytalanság","újdonság",5,2,1,1,4,"értékelés","nézet","gondolkodás","segítség","előrehaladás",3,3,4,5,5
"252","r_0jwqtzmbbiec3n3","egyetem","nyelvek","sport","párkapcsolat","munka",2,1,5,3,1,"film","színház","művészetek","gondolkodás","kritikus",3,3,3,1,1
"253","r_3qyrfas8zktvlt8","tanulás","energia","küzdelem","célok","verseny",3,5,3,4,3,"tanárok","építő","jóindulatú","rosszindulatú","beszélgetés",3,5,5,1,4
"254","r_3ncyafyvfacr7rk","nehéz","feladat","izgalmas","élet","nehézség",1,3,5,3,1,"rossz","jó","kedves","tanító","rendes",1,5,4,3,5
"255","r_2cphj4lpx43sr76","nehéz","próbatétel","feladat","motiváció","egészség",1,3,3,5,5,"negatív","pozitív","épít","vélemény","film",1,5,5,3,3
"256","r_1f8likwx687ov1t","tanulmányok","előrehaladás","kudarc","félelem","flow",2,3,1,2,5,"sértettség","őszinteség","harag","felesleges","depresszió",2,5,3,2,1
"257","r_2tksgoixne8cdux","verseny","küzdelem","győzelem","dicsőség","akarat",4,4,5,5,5,"építő","negatív","film","gondolkodás","ítélet",5,1,3,5,1
"258","r_2fena8uhjkgerzu","megmérettet","elgondolkodtat","épít","kudarc","siker",5,5,5,3,5,"negatív","épít","rosszindulat","jóindulat","vitás helyzet",1,5,1,5,4
"259","r_1ekijeibxd3lcx4","behívás","küzdelem","kitartás","perfekcionizmus","teljesítés",3,4,5,2,5,"kellemetlen","építő","bíztató","lehúzó","motiváló",1,5,4,2,4
"260","r_d1bmoko0q5qbtit","felkészülés","gyakorlás","motiváció","munka","siker",4,4,5,3,5,"fejlődés","hibák","továbblépés","elfogadás","siker",5,2,4,4,5
"261","r_3o2nqfnonig9oqp","nehéz","győzni","cél","munka","öröm",2,5,3,3,5,"ítélet","vélemény","reflexió","negatív","pozitív",2,3,3,1,5
"262","r_2bsbei46go0ryd8","munka","kudarc","elfogadva","segítség","siker",3,1,3,3,5,"építő","előremutató","bántó","sértő","elnyomó",5,5,1,1,1
"263","r_1qzmunxcggn4xja","erőpróba","megmérettetés","párbaj","gondolkodás","siker",4,2,1,5,5,"vélemény","bírálat","segítség","szembenállás","válasz",3,2,5,1,5
"264","r_6nweosdc10vdlkx","megfelelni","teljesíteni","szorgalom","szocializáció","pihenés",3,2,3,4,3,"tanárok","diáktársak","önmagam","emberek","média",4,3,4,2,3
"265","r_tvvfnymvj8ncznf","nehezebb","munka","tanulás","tudás","izgulás",4,5,5,5,2,"mérges","szomorú","hasznos","tudás","hiba",1,1,5,5,2
"266","r_1iatbnbzdnuylct","szeretem","izgalmas","nehéz","fejlődés","tanulás",5,4,3,4,3,"kéretlen","pozitív","negatív","okosabb","okoskodó",1,5,1,5,2
"267","r_1juugstm9y49yvl","küzdelem","kitartás","erő","akarat","motiváció",4,5,5,5,5,"gondolkodás","realitás","mérlegelés","fontos","tüzetesség",5,5,5,5,4
"268","r_3g6rrakixacbvop","küzdelem","életerő","cél","feladatok","akarat",4,5,5,3,5,"vélemény","előrejutás","fejlődés","változás","nehéz",3,5,5,3,2
"269","r_3h3ixeeqqwbjmvp","erő","kitartás","akarat","felelősség","kockázat",5,4,4,2,1,"gyengeség","fejlődés","motiváció","vita","kihívás",1,4,5,2,5
"270","r_11xbz8dsxpv5p0u","próbatétel","megfelelés","erő","probléma","megoldás",4,5,5,3,5,"pozitív","építő","negatív","fejlődés","szemlélet",5,5,3,5,5
"271","r_1glvjzylhytafnq","teljesítmény","eredményesség","ambíció","kitűzött célok","feladat",4,5,4,4,3,"hiba","kudarc","vélemény","javítás","nézőpontok",1,1,3,4,3
"272","r_owhozyupedrtdu1","feladat","cél","akaraterő","lépcső","siker",5,5,5,5,5,"vélemény","negtív","torlás","felesleges","ismeretlen",5,1,1,3,3
"273","r_27bsoawuhjetjfe","bátorság","nehézség","cél","eredmény","siker",5,2,4,4,5,"szigor","nehézség","kudarc","fejlődés","javulás",1,2,1,5,5
"274","r_31siclbwdz8rvkq","megpróbáltatás","küzdelem","megoldandó probléma","nehézség","harc",3,3,2,1,4,"minősítés","értékelés","visszajelzés","bírálat","önkritika",3,4,5,1,5
"275","r_1d0qhouyj8l8bwo","türelem","nehézség","stratégia","küzdés","siker",3,2,3,4,5,"csalódás","építőjelleg","változás","anya","sértődés",1,4,4,3,1
"276","r_2wyl458sjnzbde9","nehéz","beadandó","német irodalom","tárgyfelvétel","szeptember",1,2,1,1,2,"esszé","gondolkodásmód","alkotás","építő","elégtelen",1,4,3,4,1
"277","r_28szfq1gckfnwjo","harc","játék","izzadás","hegy","élet",3,4,2,2,4,"sértés","bullying","szubjektivitás","érzelmek","meggyőződés",1,1,3,3,4
"278","r_2oi39qppuwofacj","verseny","megfelelés","feladat","bizonyítás","siker",5,4,4,5,5,"bírálat","észrevétel","fejlődés","támadás","önkritika",3,4,5,1,4
"279","r_2feqfnlcj9cgk7i","győzelem","határok","katonaság","élet","siker",5,5,5,3,3,"fejlődés","egó","hiba","vita","igazságos",5,2,2,4,3
"280","r_1guhni1os1pldi1","izgalom","feladat","fejlődés","talpraesettség","probléma",4,4,5,5,2,"zsűri","stressz","megfelelési kényszer","szakértelem","rosszindulat",3,1,1,5,1
"281","r_1izbo4hfxgy5udm","kaland","nehéz","fejlődés","hajrá","gyerünk",4,2,5,5,5,"társadalom","építő","értelmetlen","befogadhatatlan","hagyjál már",4,5,1,1,1
"282","r_27p5jskyjztpcls","motiváció","ösztönzés","nehézség","akadály","felelősség",5,5,3,3,3,"csalódás","fejlődés","építő","sértő","teljesítmény",1,5,4,1,3
"283","r_2szomj9ba3bvihj","erő","fejlődés","támogatás","küzdelem","motiváció",5,5,5,3,4,"vélemény","értékelés","visszajelzés","fejlődés","tükör",3,4,5,5,3
"284","r_117paojk4eliljp","küzdelem","stressz","nehézségek","felemelkedés","cél",3,1,1,5,5,"tanulmányok","újságcikk","iromány","önkritika","szubjektív",1,4,3,1,3
"285","r_su80bum5awt2bwd","ambíció","munka","időbefektetés","nehéz","megterhelő",4,4,2,3,2,"építő","rossz","rontás","vélemény","újság",4,1,2,4,3
"286","r_2ztin6drimdvft4","teher","akadály","közdelem","fáradság","megkönnyebbülés",1,1,2,1,3,"vélemény","tanács","jó indulat - rossz indular","figyelem","türelem/nyugalom",3,5,3,4,3
"287","r_1lajlybqhnuumby","küzdelem","feladat","megmérettetés","cél","harc",5,4,4,5,4,"vélemény","kioktatás","rosszindulat","építő jellegű","segítség",3,2,1,5,5
"288","r_2ucednnv4lnxmho","bátorság","kitartás","merészség","próba","elhivatottság",5,5,4,4,5,"negatív","fejlesztés","szakértelem","vélemény","bírálat",1,5,5,3,2
"289","r_2cjvqwylzfvcdrx","küldetés","nehézség","feladat","határok","párbaj",4,3,2,3,4,"kritikus","vélemény","megfontolt","minősítés","bírálat",2,3,4,3,3
"290","r_xxh1elysewriled","erőfeszítés","szorgalom","törekvés","feladat","motiváció",4,4,4,3,4,"vélemény","bírálat","negatívum","gondolat","fejlesztő",3,2,1,3,4
"291","r_2sdhgcq7oq8u5ce","intelligencia","kísérlet","logika","furfang","sikerorientáltság",5,3,3,5,5,"gondolkodás","negatív","építő","vélemény","önbizalom",3,2,5,3,4
"292","r_3ma3dtykyerag9q","nehéz","ambíciók","motiváció","próbálkozás","siker",2,3,5,3,5,"hiba","tanulás","próbálkozás","rossz","építő",2,4,3,1,4
"293","r_qxywipwjbbaf1ad","munka","oriflame","motiváció","új feladat","lehetőség",4,5,5,4,5,"pozitív","negatív","építő","megfigyelés","írígység",5,3,5,4,1
"294","r_xxetxv4sj9kar4z","harc","küzdelem","öröm","gyakorlás","idő",2,3,5,3,3,"rossz","helytelen","hiba","vélemény","kellemes",1,1,1,3,5
"295","r_1msrliyr5fsjzqi","erő","megpróbálni","nehéz","siker","legyőzni",5,4,3,5,5,"vélemény","segítség","nem elég jó","meghallgat","elfogadás",3,4,2,5,4
"296","r_2ruqzp9lqxarrnw","nehézség","siker","probléma","verseny","küzdelem",4,5,1,2,3,"csalódás","fejlődés","elfogadás","vége","tolerancia",1,5,4,2,4
"297","r_2u963jphjatafh6","fejlődés","motiváció","lehetőség","bukás","nehéz",5,5,5,1,2,"negatív","elvisel","teljesítmény","rossz","építő",1,3,3,1,4
"298","r_zieabrupi0z5ik5","nehézség","szenvedés","feladat","idő","halál",1,1,1,3,1,"hiba","javítás","idő","újrakezdés","gonoszság",3,3,4,3,4
"299","r_2cveptd41ln6di1","cél","nehéz","jutalom","siker","elbukás",3,2,5,5,2,"kritikus","épitő","negatív","pozitív","segítség",3,5,1,5,4
"300","r_1juhxyw6tzlegx4","küzdés","szorgalom","alázat","türelem","kitartás",4,5,4,5,5,"vélemény","építő jellegű","tanács","kritizálás","irigység",3,4,5,2,1
"301","r_5nag3kxoptx59s1","ismeretlen","nehéz","izgalmas","elengedhetetlen","fejlődés",3,2,4,3,5,"vélemény","visszacsatolás","építő jellegű","segítség","ellenszenv",3,3,5,5,1
"302","r_2ux26sl1j88uxvq","sport","új nyelv tanulása","beilleszkedés új környezetbe","önellátás","sulira tanulás",5,5,4,4,1,"apám","facebook kommentelők","youtube kommentelők","foci szurkolók","-",2,2,3,4,3
"303","r_3qmarjbccesjkqi","verseny","erőfeszítés","nehézség","megoldás","fejlődés",4,1,1,5,5,"építő","tanulság","sértődés","tanács","szakértő",5,3,1,4,3
"304","r_1ls9fadxdjduomj","cél","siker","bukás","kaland","teljesítmény",5,5,1,4,5,"értékelés","negatív vélemény","tanulás","fejlődés","véleménynyilvánítás",2,1,5,5,5
"305","r_3f3cxbmkpmszbtp","nehéz","akadály","kitartás","tanulás","teherbírás",2,1,5,3,4,"építő","kudarc","kitartás","önbizalom","romboló",4,1,5,5,1
"306","r_296qus7j7nkn0nn","siker","küzdelem","kudarc","vereség","veszteség",5,3,1,1,1,"érvelés","cinizmus","meggyőzés","jobbítás","tanulás",3,1,3,5,4
"307","r_1mz7quamc7dlwho","verseny","győzelem","harc","erő","akarat",5,5,3,5,5,"kibeszélés","megvetés","másság","elfogadás","változás",1,1,4,5,3
"308","r_2sfvbrytucqnd5w","lehetőség","fejlődés","nehézség","feladat","megpróbáltatás",5,5,1,3,2,"stressz","értékelés","visszajelzés","fejlődés","lehetőség",1,3,4,5,4
