"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_attitude","crit_attitude","iq_mindset","criticism_mindset","challenge_mindset","failure_mindset","failure_scenario","criticism_scenario","challenge_attitude","criticism_attitude","challenge_scenario"
"55","r_1nxqufb4pyhlmy7","university","diploma","work","parkapcsolat","penz",5,5,4,1,1,"egyetem","baratok","szakdolgozat","vizsga","interju",5,5,3,2,3,1,4,4,3,0,3,3,1,3,5,4,4,4,4,6,5,5,4,5,5,6,3,5,4,2,3,2,2,6,5,3,4.5,4.75,3.25,2.5,3.5,3.2,3.6,-1.19048491592337,0.535656908914148,0.396687579255114,-0.215186105651657,-1.32359743987394,-0.513619024801024,-0.604142332794237,0.737948631159805,0
"56","r_3ls7pqhcia8s9sx","szuletes","learning","work","gyerekek","halal",4,4,4,5,2,"haladas","minosites","movie","constructive","feedback",5,1,3,4,5,5,3,4,4,1,5,5,3,4,4,4,5,5,5,5,4,3,5,5,4,4,4,5,5,5,5,5,5,4,6,5,5,4.25,3.75,4,4,3.8,3.6,0.380464251480665,1.04886113302351,-0.261032759406215,0.322779158477485,0.539530921238938,0.259209601301451,0.213226705692081,0.737948631159805,1
"57","r_33mesx5combvpme","jatek","university","osztalyzat","versenytars","power",4,4,2,2,3,"ujsag","movie","puzser","insulting","development",3,3,3,1,5,4,2,3,1,0,4,4,1,1,3,1,3,3,2,3,5,6,6,6,5,6,5,6,4,2,6,4,2,4,4,4,2.75,5.75,1.5,3,2,3,3,-0.405010332221353,-1.26055787546862,1.71212825657777,-2.09806453010365,-0.702554652836315,-2.83210490310845,-0.876598678956343,-0.197561050861682,0
"58","r_u9l2y3ycbxalkyd","difficulty","success","development","remeny","tudas",1,5,5,2,4,"kudarc","konstruktiv","megalazo","gorcs","onertekeles",1,5,1,1,3,4,4,5,4,0,5,5,1,1,5,4,5,2,5,4,4,4,5,5,5,6,4,5,6,1,1,5,5,4,5,5,4,4.5,2.75,4,4.5,3.4,2.2,0.380464251480665,0.0224526848047847,0.0678274099244497,-0.753151369780799,0.539530921238938,1.03203822740393,-0.331685986632131,-1.444907293557,0
"59","r_2vf0kdah0fmkckj","motivation","difficulty","work","excitement","fear",5,2,4,4,1,"gyomorideg","onbizalomhiany","feltekenyseg","feedback","bantas",2,1,2,3,1,3,3,4,4,0,4,4,3,3,3,4,3,3,3,5,3,3,3,3,3,2,5,6,4,2,2,4,4,4,3,4,3.5,3,3.25,3,4,3.2,1.8,-0.405010332221353,-0.490751539304579,-1.90533360605954,-0.215186105651657,-0.702554652836315,0.259209601301451,-0.604142332794237,-2.06858041490465,0
"60","r_roqtsemtrys0bot","success","perseverance","difficulty","failure","energia",5,5,3,1,5,"negatv","positive","constructive","offense","nehezseg",1,5,5,1,3,4,3,4,5,0,6,6,3,3,4,4,4,5,4,6,4,4,4,5,4,3,4,3,4,5,4,5,4,3,3,6,4.75,4.25,3.5,3.5,4.5,3.8,3,1.16593883518268,0.79225902096883,-0.261032759406215,0.053796526412914,-0.0815118657986883,1.03203822740393,0.213226705692081,-0.197561050861682,0
"61","r_3qpyd2ykqykffxl","work","perseverance","success","faradtsag","elorejutas",4,5,5,2,5,"mistake","irigyseg","constructive","haladas","opinion",4,1,5,5,5,4,5,5,5,1,6,6,4,5,5,5,4,4,4,4,5,5,6,5,4,5,4,4,4,4,4,4,4,4,4,6,4,5.25,4.75,4.5,5,4.2,4,1.16593883518268,0.0224526848047847,1.05440791791644,1.39870968673577,1.16057370827657,1.8048668535064,0.758139398016293,1.36162175250746,1
"62","r_1esmevccrrcteit","opportunity","trial","vereseg","victory","dontetlen",4,4,2,5,3,"opinion","fikazas","szubjektivitas","duhonges","hulyeseg",3,2,3,1,1,4,5,3,4,0,6,6,3,4,4,5,4,4,4,3,5,4,5,4,5,5,5,3,4,3,4,4,3,4,4,6,3.75,4.5,4,4.5,3.5,3.6,2,1.16593883518268,-0.234149427249897,0.0678274099244497,0.591761790542056,1.16057370827657,-0.513619024801024,-0.0592296404700251,-1.75674385423083,0
"63","r_2vjbieelyssrqb5","task","goal","haladas","difficulty","tovabbjutas",3,5,5,2,5,"bad","mistake","ujratervezes","haladas","tovabblepes",1,1,4,5,5,4,4,4,3,0,4,4,2,4,4,3,3,3,3,3,4,4,5,4,4,5,3,4,4,3,3,4,4,3,4,4,3,4.25,3.25,4,3.5,4,3.2,-0.405010332221353,-1.00395576341394,-0.261032759406215,-0.215186105651657,0.539530921238938,-0.513619024801024,0.485683051854187,0.114275509812148,0
"64","r_ejcyeai3s4fvzbt","goal","osztonzes","perseverance","excitement","power",5,5,4,4,5,"pain","igazsag","onertekeles","felelosseg","hitelesseg",2,3,4,3,4,1,2,1,2,0,3,3,3,3,5,3,3,3,3,3,3,4,4,3,2,6,3,3,3,3,1,4,4,4,5,3,3,3.5,3.5,1.5,1.5,4.6,3.2,-1.19048491592337,-1.00395576341394,-1.24761326739821,0.053796526412914,-2.5656830139492,-3.60493352921093,1.3030520903405,0.114275509812148,0
"65","r_1mefiy3lgv9wbgc","adventure","difficulty","feladni","lastminute","nyerni",4,1,1,3,5,"constructive","judgement","erzekenyseg","malice","konstruktiv",5,1,3,1,5,3,4,3,4,0,4,4,2,1,3,3,4,3,3,3,4,4,4,4,4,6,2,4,5,4,2,2,2,4,3,4,3.25,4,2.25,3.5,3.5,2.8,3,-0.405010332221353,-0.74735365135926,-0.589892928736879,-1.29111663390994,-0.0815118657986883,-0.513619024801024,-1.14905502511845,-0.197561050861682,0
"66","r_3rsglqu3kbtn9lp","opportunity","fear","struggle","onismeret","development",5,2,4,5,5,"positive","negative","constructive","destructive","development",5,1,5,1,5,5,5,5,5,0,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,6,6,5,5,2,5,5,4.75,5,5,4.2,3.4,-1.97595949962539,1.04886113302351,0.725547748585778,1.39870968673577,1.78161649531419,1.8048668535064,0.758139398016293,0.426112070485976,0
"67","r_3l0xvak0xpi3got","excitement","task","time","felkeszules","learning",4,4,3,4,4,"judgement","positive","negative","kellemetlen","izgalom",2,5,2,2,4,3,3,3,3,0,4,4,3,3,4,4,3,3,3,4,5,4,5,5,3,2,3,4,3,5,4,5,5,4,5,4,3.25,4.75,3.5,3,3,3.8,3,-0.405010332221353,-0.74735365135926,0.396687579255114,0.053796526412914,-0.702554652836315,-1.2864476509035,0.213226705692081,-0.197561050861682,0
"68","r_1lbtmzwr7yai4zk","perseverance","kreativitas","struggle","goal","motivation",5,5,4,5,5,"review","positive","negative","constructive","destructive",2,5,1,5,1,3,4,4,5,0,6,6,3,4,4,4,5,5,5,4,4,4,4,4,4,2,3,4,4,3,2,5,4,5,4,6,4.75,4,3.75,3.5,4.5,4.8,2.8,1.16593883518268,0.79225902096883,-0.589892928736879,0.322779158477485,-0.0815118657986883,1.03203822740393,1.57550843650261,-0.509397611535511,0
"69","r_11xveqkg9ii91ia","learning","ismerkedes","baratkozas","programozas","idobeosztas",2,3,3,4,3,"oktato","szulok","tarsadalom","evaluation","puzser",4,5,3,3,3,5,5,3,5,0,6,6,3,3,5,4,4,4,4,5,6,5,5,5,2,2,2,2,3,2,4,3,2,5,5,6,4.25,5.25,3.75,5,4,3,3.6,1.16593883518268,0.279054796859466,1.05440791791644,0.322779158477485,1.78161649531419,0.259209601301451,-0.876598678956343,0.737948631159805,0
"70","r_8x3cyeacrldxc7t","megprobaltatas","opportunity","trial","performance","goal",2,5,2,2,4,"tarsadalom","negative","pain","constructive","development",3,1,1,4,5,5,4,4,5,0,6,6,2,3,4,4,3,3,4,3,4,5,4,4,1,6,3,4,4,2,4,5,2,4,4,6,3.25,4.25,3.25,4.5,4.5,3,2.8,1.16593883518268,-0.74735365135926,-0.261032759406215,-0.215186105651657,1.16057370827657,1.03203822740393,-0.876598678956343,-0.509397611535511,0
"71","r_2udlprqchky07i5","goal","motivation","task","figyelem","strategia",5,5,3,4,3,"opinion","thinking","megiteles","beallitodas","evaluation",4,5,3,3,3,3,3,3,4,1,4,5,5,4,5,6,6,5,5,5,5,5,6,5,4,3,2,4,4,4,5,5,3,4,2,4.5,5.25,5.25,5,3,3.5,4,3.6,-0.012273040370344,1.30546324507819,1.05440791791644,1.66769231880034,-0.702554652836315,-0.513619024801024,0.485683051854187,0.737948631159805,1
"72","r_9tscjkr55wwfopd","trial","development","vizsga","szakdolgozat","work",3,5,3,3,3,"tanar","onkritika","szaktarsak","szint","csalad",3,2,2,3,2,4,4,4,2,0,4,5,2,2,3,3,2,1,3,3,4,4,4,4,3,3,4,2,4,4,4,5,3,4,3,4.5,2.25,4,2.5,4,3,3.4,2.4,-0.012273040370344,-1.77376209957799,-0.589892928736879,-1.02213400184537,0.539530921238938,-1.2864476509035,-0.331685986632131,-1.13307073288317,0
"73","r_3hk8vdhmtnw9ibr","university","vizsgak","work","mental health","stress",2,3,4,3,1,"oszinte","feluletes","szubjektiv","igazsagtalan","irrelevans",5,3,1,2,3,4,5,3,4,0,6,6,1,4,6,6,3,3,5,6,3,1,6,6,3,5,1,4,5,6,5,5,1,1,5,6,4.25,4,4.25,4.5,3.5,2.6,2.8,1.16593883518268,0.279054796859466,-0.589892928736879,0.860744422606627,1.16057370827657,-0.513619024801024,-1.42151137128056,-0.509397611535511,0
"74","r_3ki9mcksf4fu3oo","difficulty","work","effort","uj","megujulas",2,3,3,5,5,"negative","bad","etterem","konstruktiv","elemzes",1,1,3,5,3,3,4,3,4,0,6,6,4,5,4,5,5,5,5,5,4,6,4,5,5,6,3,6,4,4,4,4,6,4,5,6,5,4.75,4.5,3.5,3.5,3.6,2.6,1.16593883518268,1.04886113302351,0.396687579255114,1.1297270546712,-0.0815118657986883,-0.513619024801024,-0.0592296404700251,-0.821234172209339,0
"75","r_eqgn1w3dbslkaul","flow","konyvtar","struggle","stress","fight",5,5,4,1,4,"evaluation","positive","negative","megiteles","szubjektiv",5,5,4,5,2,3,4,4,4,1,6,6,3,5,6,5,5,5,4,5,5,5,5,3,5,6,5,3,5,3,3,5,5,5,4,6,4.75,4.5,4.75,3.5,4,3.8,4.2,1.16593883518268,0.79225902096883,0.0678274099244497,1.39870968673577,-0.0815118657986883,0.259209601301451,0.213226705692081,1.67345831318129,1
"76","r_1pyrnidtk6xtvqy","success","bizonyitasi vagy","obstacle","elismeres","buszkeseg",5,3,4,5,4,"elutasitas","megbelyegzes","elismeres","teveszmek","bizonyitas",1,1,5,1,4,4,4,4,1,1,5,4,4,4,5,4,1,1,1,2,4,4,6,5,4,5,6,6,3,3,4,2,1,3,5,4.5,1.25,4.75,4.25,4,2.5,4.2,2.4,-0.012273040370344,-2.80017054779671,0.396687579255114,0.860744422606627,0.539530921238938,-2.05927627700598,0.758139398016293,-1.13307073288317,1
"77","r_3pikx8krkeyqgai","struggle","alvatlansag","task","batorsag","excitement",4,1,4,5,2,"nagymamam","offense","tanacs","puzser robert","lila szin",2,1,5,3,5,3,5,4,5,1,5,5,4,4,5,5,4,3,4,3,4,4,4,4,5,6,6,5,5,4,4,5,5,6,3,5,3.5,4,4.5,4,4.5,3.2,3.2,0.380464251480665,-0.490751539304579,-0.589892928736879,1.1297270546712,0.539530921238938,1.03203822740393,-0.604142332794237,0.114275509812148,1
"78","r_3esxr0b8xml20uv","power","performance","difficulty","energia","felkeszules",5,3,2,3,5,"gonoszsag","opinion","igazsagtalansag","constructive","megalazas",1,3,1,5,1,4,5,3,5,0,5,5,3,4,5,4,4,4,5,4,5,5,6,6,3,2,3,4,5,2,2,6,5,5,5,5,4.25,5.5,4,4.5,4,3.6,2.2,0.380464251480665,0.279054796859466,1.38326808724711,0.591761790542056,1.16057370827657,0.259209601301451,-0.0592296404700251,-1.444907293557,0
"79","r_3jjfnxj8mibwuu2","adventure","konfortzona","development","elorelepes","learning",4,3,4,4,4,"opinion","review","evaluation","kritikus","judgement",3,2,3,3,2,3,5,3,5,0,3,3,3,5,5,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,5,4,4,5,4,3,4,4.25,4.25,4,4,3.8,2.6,-1.19048491592337,0.0224526848047847,-0.261032759406215,0.860744422606627,0.539530921238938,0.259209601301451,0.213226705692081,-0.821234172209339,0
"80","r_3kaz85cqmrgjyap","struggle","performance","competition","goal","felmero",4,5,4,5,3,"opinion","review","positive","negative","movie",3,2,5,1,5,3,3,5,5,0,5,5,3,4,4,3,4,4,5,4,5,5,5,5,3,4,3,4,4,2,3,5,5,5,5,5,4.25,5,3.5,3,5,4.2,3.2,0.380464251480665,0.279054796859466,0.725547748585778,0.053796526412914,-0.702554652836315,1.8048668535064,0.758139398016293,0.114275509812148,0
"81","r_sow7pzjxcrfsjcn","trying","learning","difficulty","power","iskola",3,4,2,4,3,"tanar","dolgozat","mistake","learning","probalkozas",4,3,1,5,4,4,5,4,5,1,5,5,3,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,5,5,4,5,5,5,5,4,4.75,4,4.5,4.5,3.2,3.4,0.380464251480665,0.0224526848047847,0.396687579255114,0.591761790542056,1.16057370827657,1.03203822740393,-0.604142332794237,0.426112070485976,1
"82","r_3g1lwe3idevgucy","victory","fight","failure","performance","elmeny",5,4,2,4,5,"opinion","folyamat","harag","offense","ventillalas",3,4,2,2,4,5,3,3,5,0,5,5,4,4,5,6,4,4,6,5,5,5,5,6,4,4,2,4,5,4,5,4,5,5,5,5,4.75,5.25,4.75,4,4,4,3,0.380464251480665,0.79225902096883,1.05440791791644,1.39870968673577,0.539530921238938,0.259209601301451,0.485683051854187,-0.197561050861682,0
"83","r_2dewy1zu4ux6dif","task","difficulty","csapatmunka","solution","trying",4,3,5,5,3,"opinion","szemszog","evaluation","negative","constructive",3,4,4,1,5,4,4,3,5,1,6,5,4,4,5,5,4,4,5,5,4,4,5,6,3,4,1,3,3,3,2,4,4,4,3,5.5,4.5,4.75,4.5,4,4,4,3.4,0.773201543331674,0.535656908914148,0.396687579255114,1.1297270546712,0.539530921238938,0.259209601301451,0.485683051854187,0.426112070485976,1
"84","r_ukh5b1qk1e2qsrr","trying","success","failure","task","ismeretlen",3,5,1,3,3,"onbizalom","offense","help","joszandek","teljesitmeny",3,1,4,5,3,4,3,4,4,0,1,2,1,2,4,6,5,5,5,3,5,5,5,5,1,5,2,6,5,5,2,6,4,5,3,1.5,4.5,5,3.25,3.5,4,3,3.2,-2.3686967914764,0.535656908914148,0.725547748585778,-0.215186105651657,-0.0815118657986883,0.259209601301451,-0.876598678956343,0.114275509812148,0
"85","r_wruobtuz701ompx","iskola","university","life","work","victory",4,5,5,3,5,"tanar","positive","negative","szomorusag","iskola",4,5,1,1,2,4,4,3,4,0,6,6,3,3,3,3,2,2,3,3,5,5,5,5,6,3,4,5,6,5,6,6,5,6,5,6,2.5,5,3,4,3.5,4.4,2.6,1.16593883518268,-1.51715998752331,0.725547748585778,-0.484168737716228,0.539530921238938,-0.513619024801024,1.0305957441784,-0.821234172209339,0
"86","r_2otifi5mdve6cy4","task","success","failure","energia","aldozatvallalas",3,5,1,3,2,"constructive","tanacs","mistake","megfontolas","kovetkeztetes",5,5,1,5,3,1,3,3,4,0,5,5,1,2,4,3,3,4,2,2,4,4,4,4,3,4,4,6,4,3,2,5,6,5,5,5,2.75,4,2.5,2,3.5,2.8,3.8,0.380464251480665,-1.26055787546862,-0.589892928736879,-1.02213400184537,-1.94464022691157,-0.513619024801024,-1.14905502511845,1.04978519183363,0
"87","r_volwubej932vncj","vizsga","learning","life","performance","difficulty",1,4,3,5,2,"negative","constructive","tamogato","cafol","sikertelen",1,4,5,2,1,3,4,4,4,0,2,2,1,3,4,3,4,2,3,3,4,4,5,5,4,1,1,6,4,3,4,5,3,4,6,2,3,4.5,2.75,3.5,4,3,2.6,-1.97595949962539,-1.00395576341394,0.0678274099244497,-0.753151369780799,-0.0815118657986883,0.259209601301451,-0.876598678956343,-0.821234172209339,0
"88","r_3npop2vfvvkcbun","adventure","trying","veszely","bizonytalansag","novelty",5,2,1,1,4,"evaluation","nezet","thinking","help","elorehaladas",3,3,4,5,5,4,4,4,5,1,5,6,4,4,5,3,4,4,5,4,5,5,4,5,5,2,4,5,6,4,3,6,4,5,3,5.5,4.25,4.75,4,4,4.5,2.6,4,0.773201543331674,0.279054796859466,0.396687579255114,0.591761790542056,0.539530921238938,1.03203822740393,-1.42151137128056,1.36162175250746,1
"89","r_0jwqtzmbbiec3n3","university","nyelvek","sport","parkapcsolat","work",2,1,5,3,1,"movie","szinhaz","muveszetek","thinking","kritikus",3,3,3,1,1,3,4,3,2,0,5,5,3,2,3,3,3,3,3,4,2,4,5,5,3,3,3,1,2,4,4,4,1,2,4,5,3.25,4,2.75,3.5,2.5,2.4,2.2,0.380464251480665,-0.74735365135926,-0.589892928736879,-0.753151369780799,-0.0815118657986883,-2.05927627700598,-1.69396771744266,-1.444907293557,0
"90","r_3qyrfas8zktvlt8","learning","energia","struggle","goal","competition",3,5,3,4,3,"tanarok","constructive","joindulatu","malice","beszelgetes",3,5,5,1,4,4,2,4,4,0,6,6,1,5,3,5,4,3,5,3,5,4,5,4,3,5,5,5,4,3,4,5,5,5,6,6,3.75,4.5,3.5,3,4,3.6,3.6,1.16593883518268,-0.234149427249897,0.0678274099244497,0.053796526412914,-0.702554652836315,0.259209601301451,-0.0592296404700251,0.737948631159805,0
"91","r_3ncyafyvfacr7rk","difficulty","task","izgalmas","life","difficulty",1,3,5,3,1,"bad","jo","kedves","tanito","rendes",1,5,4,3,5,3,4,3,3,0,5,5,4,4,5,5,4,4,4,4,5,4,4,4,6,6,3,6,6,4,4,5,6,5,5,5,4,4.25,4.5,3.5,3,2.6,3.6,0.380464251480665,0.0224526848047847,-0.261032759406215,1.1297270546712,-0.0815118657986883,-1.2864476509035,-1.42151137128056,0.737948631159805,0
"92","r_2cphj4lpx43sr76","difficulty","trying","task","motivation","egeszseg",1,3,3,5,5,"negative","positive","constructive","opinion","movie",1,5,5,3,3,1,3,1,4,0,6,6,1,3,2,1,4,1,4,5,3,4,6,2,4,6,4,6,4,1,1,4,3,5,5,6,3.5,3.75,1.75,2,2.5,3.4,3.4,1.16593883518268,-0.490751539304579,-0.918753098067543,-1.82908189803908,-1.94464022691157,-2.05927627700598,-0.331685986632131,0.426112070485976,0
"93","r_1f8likwx687ov1t","learning","elorehaladas","failure","fear","flow",2,3,1,2,5,"offense","oszinteseg","harag","felesleges","depresszio",2,5,3,2,1,1,2,4,2,0,3,2,3,2,3,2,3,3,3,3,3,4,5,3,3,5,3,5,4,3,5,5,4,3,4,2.5,3,3.75,2.5,1.5,3,2.6,2.6,-1.58322220777438,-1.00395576341394,-0.918753098067543,-1.02213400184537,-2.5656830139492,-1.2864476509035,-1.42151137128056,-0.821234172209339,0
"94","r_2tksgoixne8cdux","competition","struggle","victory","dicsoseg","willpower",4,4,5,5,5,"constructive","negative","movie","thinking","judgement",5,1,3,5,1,4,4,4,5,1,4,4,4,4,6,6,5,5,5,5,6,6,5,6,4,6,6,4,6,5,3,5,5,5,5,4,5,5.75,5,4,4.5,4.6,3,-0.405010332221353,1.04886113302351,1.71212825657777,1.66769231880034,0.539530921238938,1.03203822740393,1.3030520903405,-0.197561050861682,1
"95","r_2fena8uhjkgerzu","trial","elgondolkodtat","epites","failure","success",5,5,5,3,5,"negative","constructive","malice","joindulat","vitas helyzet",1,5,1,5,4,4,5,4,3,0,5,6,3,4,6,6,6,4,5,5,5,5,5,5,6,5,5,5,5,4,3,6,6,6,5,5.5,5,5,4.75,4.5,3.5,4.6,3.2,0.773201543331674,1.04886113302351,0.725547748585778,1.39870968673577,1.16057370827657,-0.513619024801024,1.3030520903405,0.114275509812148,0
"96","r_1ekijeibxd3lcx4","behivas","struggle","perseverance","perfekcionizmus","performance",3,4,5,2,5,"kellemetlen","constructive","biztato","lehuzo","motivalo",1,5,4,2,4,3,5,5,5,0,6,6,4,4,6,6,4,5,3,4,4,5,4,4,4,6,1,6,4,6,6,6,5,6,5,6,4,4.25,5,4,5,3.8,3.2,1.16593883518268,0.0224526848047847,-0.261032759406215,1.66769231880034,0.539530921238938,1.8048668535064,0.213226705692081,0.114275509812148,0
"97","r_d1bmoko0q5qbtit","felkeszules","gyakorlas","motivation","work","success",4,4,5,3,5,"development","hibak","tovabblepes","elfogadas","siker",5,2,4,4,5,5,3,4,4,1,5,6,3,4,6,5,5,4,5,4,4,5,4,4,4,5,5,4,5,4,4,4,4,5,2,5.5,4.5,4.25,4.5,4,4,4.2,4,0.773201543331674,0.535656908914148,-0.261032759406215,1.1297270546712,0.539530921238938,0.259209601301451,0.758139398016293,1.36162175250746,1
"98","r_3o2nqfnonig9oqp","difficulty","gyozni","goal","work","orom",2,5,3,3,5,"judgement","opinion","reflexio","negative","positive",2,3,3,1,5,3,3,3,4,0,5,5,2,2,4,5,5,4,4,4,5,5,5,5,4,2,4,4,5,4,5,4,3,4,3,5,4.25,5,3.25,3,3.5,3.6,2.8,0.380464251480665,0.279054796859466,0.725547748585778,-0.215186105651657,-0.702554652836315,-0.513619024801024,-0.0592296404700251,-0.509397611535511,0
"99","r_2bsbei46go0ryd8","work","failure","elfogadva","segitseg","success",3,1,3,3,5,"constructive","eloremutato","insulting","offense","elnyomo",5,5,1,1,1,4,5,4,4,0,5,6,1,1,2,1,5,5,4,4,4,4,4,5,4,5,5,5,4,4,6,6,6,3,6,5.5,4.5,4.25,1.25,4.5,4,3,2.6,0.773201543331674,0.535656908914148,-0.261032759406215,-2.36704716216823,1.16057370827657,0.259209601301451,-0.876598678956343,-0.821234172209339,0
"100","r_1qzmunxcggn4xja","eroproba","trial","parbaj","gondolkodas","success",4,2,1,5,5,"opinion","review","help","szembenallas","valasz",3,2,5,1,5,4,4,4,5,1,3,3,3,2,4,3,5,4,4,4,6,5,5,6,5,1,3,4,6,4,4,4,5,5,5,3,4.25,5.5,3,4,4.5,3.4,3.2,-1.19048491592337,0.279054796859466,1.38326808724711,-0.484168737716228,0.539530921238938,1.03203822740393,-0.331685986632131,0.114275509812148,1
"101","r_6nweosdc10vdlkx","megfelelni","performance","szorgalom","szocializacio","pihenes",3,2,3,4,3,"tanarok","diaktarsak","onmagam","emberek","media",4,3,4,2,3,4,4,3,5,0,4,3,3,3,4,2,4,3,4,4,4,5,5,3,3,5,3,2,5,3,2,4,3,3,5,3.5,3.75,4.25,3,4,4,3,3.2,-0.797747624072362,-0.234149427249897,-0.261032759406215,-0.484168737716228,0.539530921238938,0.259209601301451,-0.876598678956343,0.114275509812148,0
"102","r_tvvfnymvj8ncznf","difficulty","work","learning","tudas","izgulas",4,5,5,5,2,"merges","szomoru","useful","tudas","mistake",1,1,5,5,2,4,4,3,5,1,6,4,2,4,5,4,5,5,6,6,6,6,6,5,5,4,4,6,5,2,4,6,3,5,6,5,5.5,5.75,3.75,4,4,4.2,2.8,0.380464251480665,1.56206535713287,1.71212825657777,0.322779158477485,0.539530921238938,0.259209601301451,0.758139398016293,-0.509397611535511,1
"103","r_1iatbnbzdnuylct","szeretem","izgalmas","difficulty","development","learning",5,4,3,4,3,"keretlen","positive","negative","okosabb","okoskodo",1,5,1,5,2,4,3,3,4,0,3,3,2,4,4,3,5,4,4,3,4,4,5,4,4,1,2,2,4,3,3,4,5,4,5,3,4,4.25,3.25,3.5,3.5,3.8,2.8,-1.19048491592337,0.0224526848047847,-0.261032759406215,-0.215186105651657,-0.0815118657986883,-0.513619024801024,0.213226705692081,-0.509397611535511,0
"104","r_1juugstm9y49yvl","struggle","perseverance","power","willpower","motivation",4,5,5,5,5,"thinking","realitas","merlegeles","fontos","tuzetesseg",5,5,5,5,4,4,4,3,4,0,5,5,1,4,5,5,4,4,5,5,5,4,5,4,4,6,4,4,5,4,4,5,5,5,5,5,4.5,4.5,3.75,4,3.5,4.8,4.8,0.380464251480665,0.535656908914148,0.0678274099244497,0.322779158477485,0.539530921238938,-0.513619024801024,1.57550843650261,2.60896799520278,0
"105","r_3g6rrakixacbvop","struggle","eletero","goal","feladatok","willpower",4,5,5,3,5,"opinion","elorejutas","development","change","nehezseg",3,5,5,3,2,4,3,4,4,1,6,5,3,4,4,5,5,5,4,5,6,5,6,6,4,5,5,4,4,4,3,4,2,5,5,5.5,4.75,5.75,4,3.5,4,4.4,3.6,0.773201543331674,0.79225902096883,1.71212825657777,0.591761790542056,-0.0815118657986883,0.259209601301451,1.0305957441784,0.737948631159805,1
"106","r_3h3ixeeqqwbjmvp","power","perseverance","willpower","felelosseg","kockazat",5,4,4,2,1,"gyengeseg","development","motivacio","vita","kihivas",1,4,5,2,5,5,4,5,5,0,6,5,4,2,4,5,4,5,5,3,5,6,5,6,5,6,6,5,5,3,1,5,5,6,6,5.5,4.25,5.5,3.75,4.5,5,3.2,3.4,0.773201543331674,0.279054796859466,1.38326808724711,0.322779158477485,1.16057370827657,1.8048668535064,-0.604142332794237,0.426112070485976,0
"107","r_11xbz8dsxpv5p0u","trying","megfeleles","power","problema","solution",4,5,5,3,5,"positive","constructive","negative","development","szemlelet",5,5,3,5,5,5,5,5,5,1,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,4,4,6,6,6,6,5.25,5,5,4.4,4.6,1.16593883518268,2.07526958124224,2.04098842590844,1.93667495086491,1.78161649531419,1.8048668535064,1.0305957441784,2.29713143452895,1
"108","r_1glvjzylhytafnq","performance","eredmenyesseg","ambicio","kituzott celok","task",4,5,4,4,3,"mistake","kudarc","opinion","improvement","nezopontok",1,1,3,4,3,4,3,3,2,0,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,4,3,3,2,5,5,3,2.75,2.75,2.5,3.5,2.5,4,2.4,-1.19048491592337,-1.26055787546862,-2.2341937753902,-1.02213400184537,-0.0815118657986883,-2.05927627700598,0.485683051854187,-1.13307073288317,0
"109","r_owhozyupedrtdu1","task","goal","akaratero","lepcso","success",5,5,5,5,5,"opinion","negtiv","torlas","felesleges","ismeretlen",5,1,1,3,3,5,5,4,1,1,2,1,3,4,3,2,4,6,1,1,5,6,5,2,6,6,6,5,6,5,5,6,6,6,6,1.5,3,4.5,3,5,2.5,5,2.6,-2.3686967914764,-1.00395576341394,0.0678274099244497,-0.484168737716228,1.78161649531419,-2.05927627700598,1.84796478266472,-0.821234172209339,1
"110","r_27bsoawuhjetjfe","batorsag","difficulty","goal","result","success",5,2,4,4,5,"szigor","nehezseg","kudarc","development","improvement",1,2,1,5,5,4,2,4,3,0,5,5,3,4,5,3,3,4,4,4,4,5,5,5,5,4,4,4,5,2,1,4,5,4,4,5,3.75,4.75,3.75,3,3.5,4,2.8,0.380464251480665,-0.234149427249897,0.396687579255114,0.322779158477485,-0.702554652836315,-0.513619024801024,0.485683051854187,-0.509397611535511,0
