"","ResponseId","t1p1","Q76_First Click","Q76_Last Click","Q76_Page Submit","Q76_Click Count","t1p2","Q77_First Click","Q77_Last Click","Q77_Page Submit","Q77_Click Count","t1p3","Q78_First Click","Q78_Last Click","Q78_Page Submit","Q78_Click Count","t1p4","Q79_First Click","Q79_Last Click","Q79_Page Submit","Q79_Click Count","t1difchc","Q64_First Click","Q64_Last Click","Q64_Page Submit","Q64_Click Count","t1pp1","t1pp1t1_First Click","t1pp1t1_Last Click","t1pp1t1_Page Submit","t1pp1t1_Click Count","t1pp1w","t1pp1r","t1pp1t2_First Click","t1pp1t2_Last Click","t1pp1t2_Page Submit","t1pp1t2_Click Count","t1pp2","t1pp2t1_First Click","t1pp2t1_Last Click","t1pp2t1_Page Submit","t1pp2t1_Click Count","t1pp2w","t1pp2r","t1pp2t2_First Click","t1pp2t2_Last Click","t1pp2t2_Page Submit","t1pp2t2_Click Count","t1pp3","t1pp3t1_First Click","t1pp3t1_Last Click","t1pp3t1_Page Submit","t1pp3t1_Click Count","t1pp3w","t1pp3r","t1pp3t2_First Click","t1pp3t2_Last Click","t1pp3t2_Page Submit","t1pp3t2_Click Count","t1tp1","t1tp1time_First Click","t1tp1time_Last Click","t1tp1time_Page Submit","t1tp1time_Click Count","t1tp1choice","t1tp2","t1tp2time_First Click","t1tp2time_Last Click","t1tp2time_Page Submit","t1tp2time_Click Count","t1tp2choice","t1tp3","t1tp3time_First Click","t1tp3time_Last Click","t1tp3time_Page Submit","t1tp3time_Click Count","t1tp3choice","t1tp4","t1tp4time_First Click","t1tp4time_Last Click","t1tp4time_Page Submit","t1tp4time_Click Count","t1tp4choice","t1tp5","t1tp5time_First Click","t1tp5time_Last Click","t1tp5time_Page Submit","t1tp5time_Click Count","t1tp5choice","t1tp6","t1tp6time_First Click","t1tp6time_Last Click","t1tp6time_Page Submit","t1tp6time_Click Count","t1tp6choice","t1tp7","t1tp7time_First Click","t1tp7time_Last Click","t1tp7time_Page Submit","t1tp7time_Click Count","t1tp7choice","t1tp8","t1tp8time_First Click","t1tp8time_Last Click","t1tp8time_Page Submit","t1tp8time_Click Count"
"119","R_2P6bYj9tcgqMy4z",6,17.722,17.722,21.088,1,5,40.667,40.667,42.116,1,1,37.882,37.882,40.023,1,6,21.818,22.578,24.415,2,0,0,0,5.913,0,8,22.423,22.423,23.393,1,1,NA,0,0,7.031,0,7,146.611,146.611,147.369,1,1,NA,0,0,25.969,0,2,163.905,163.905,165.554,1,1,NA,0,0,6.031,0,8,16.728,25.876,28.93,3,1,9,94.17,103.509,105.185,3,1,5,32.899,43.101,44.182,3,1,1,110.511,111.297,113.085,2,1,9,23.577,25.071,25.972,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","R_2CfdagpoknpcQ82",6,14.341,17.185,18.35,2,3,8.051,11.281,12.21,2,1,14.727,18.121,19.016,2,6,10.077,12.025,12.912,2,1,0,0,17.458,0,8,26.416,28.039,29.57,2,1,NA,8.074,23.664,24.53,3,2,67.429,70.567,72.065,2,0,NA,NA,NA,NA,NA,5,28.553,45.17,46.067,2,0,NA,NA,NA,NA,NA,8,15.737,26.602,27.546,7,1,7,134.487,159.624,160.545,6,1,7,49.322,57.289,58.18,4,1,5,32.074,37.325,38.708,4,1,4,34.946,37.877,38.629,3,1,5,22.142,31.62,32.551,4,1,5,21.544,24.265,25.051,3,1,1,9.14,11.092,12.202,2
"121","R_2V1nEHeHDUYFFyn",6,27.306,27.306,28.736,1,3,6.016,6.016,7.31,1,8,8.363,8.363,9.285,1,6,6.914,6.914,7.877,1,0,0,0,5.187,0,4,12.515,12.515,16.587,1,0,NA,NA,NA,NA,NA,8,8.22,8.22,9.557,1,0,NA,NA,NA,NA,NA,5,12.551,12.551,13.655,1,0,NA,NA,NA,NA,NA,8,4.435,44.731,46.771,43,1,2,6.857,11.292,12.224,4,1,2,16.477,24.07,25.437,3,1,9,1.809,3.398,4.381,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","R_2YueTKdhor8mtfR",8,12.836,12.836,16.841,1,3,5.024,5.024,6.878,1,5,32.592,32.592,35.556,1,3,4.609,4.609,6.636,1,0,0,0,96.436,0,8,12.272,12.272,13.223,1,1,NA,0,0,5.988,0,3,9.462,9.462,15.681,1,0,NA,NA,NA,NA,NA,1,17.292,19.172,20.32,2,NA,0,NA,NA,NA,NA,8,6.484,11.952,13.54,2,1,9,12.032,12.956,14.175,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","R_1K3Wpvh9gMQGBsB",6,8.07,8.07,15.674,1,3,4.396,4.396,6.891,1,1,21.623,21.623,43.861,1,6,3.36,3.36,5.384,1,0,0,0,13.466,0,8,30.023,30.023,31.313,1,1,NA,0,0,40.319,0,3,142.531,149.725,159.663,2,1,NA,0,0,32.49,0,5,94.993,94.993,95.824,1,1,NA,0,0,23.506,0,8,7.543,10.988,12.614,2,1,7,131.144,134.89,135.675,2,1,6,106.7,109.57,110.852,2,1,8,38.145,48.429,49.064,3,1,1,47.5,48.971,49.652,2,1,2,35.151,38.152,39.277,2,1,5,12.919,15.163,16.297,2,1,1,7.42,7.42,8.59,1
"124","R_1pFmDozPvNNgC6J",6,17.383,17.383,18.999,1,3,7.072,7.072,8.768,1,1,52.798,52.798,54.396,1,3,5.764,5.764,8.154,1,0,0,0,12.057,0,6,59.431,59.431,60.599,1,NA,1,0,0,14.246,0,5,42.174,42.174,43.317,1,NA,0,NA,NA,NA,NA,1,29.54,51.059,52.705,2,NA,0,NA,NA,NA,NA,8,12.674,15.912,17.259,2,1,9,179.591,182.129,183.211,2,1,9,70.254,72.054,73.294,2,1,5,59.692,62.299,63.166,2,1,3,104.883,115.257,115.989,2,1,5,15.466,19.843,21.209,2,1,5,31.42,34.326,35.197,2,1,1,20.887,20.887,22.602,1
"125","R_w1Xc46ksQmKrUWZ",6,15.116,15.116,16.524,1,3,6.477,6.477,7.95,1,1,52.566,52.566,59.693,1,6,6.937,6.937,8.735,1,1,0,0,11.749,0,6,59.102,59.102,60.291,1,NA,0,NA,NA,NA,NA,1,72.992,72.992,73.968,1,1,NA,0,0,39.026,0,1,54.846,54.846,56.332,1,NA,0,NA,NA,NA,NA,8,23.421,33.71,37.541,3,1,9,109.614,111.469,111.877,3,1,8,97.493,98.43,99.109,2,1,7,66.475,67.931,68.826,2,1,9,38.767,39.694,40.311,3,1,5,12.301,17.657,18.497,2,1,5,24.886,27.902,28.542,3,1,1,14.215,14.215,18.605,1
"126","R_1oBvAl0uKLhqpTx",6,17.144,17.144,21.951,1,4,19.54,19.54,21.838,1,1,61.457,61.457,63.687,1,3,10.201,10.201,13.583,1,0,0,0,8.381,0,8,95.694,95.694,96.843,1,1,NA,0,0,5.633,0,3,25.493,25.493,28.879,1,1,NA,0,0,7.636,0,1,60.248,60.248,61.907,1,NA,0,NA,NA,NA,NA,8,8.562,17.763,19.267,2,1,6,29.018,31.298,32.167,2,1,9,34.989,36.973,37.617,2,1,1,21.531,23.515,24.341,2,1,9,36.438,37.878,40.702,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","R_1kFfYcgX2ozwJr7",6,14.336,14.336,16.022,1,3,8.459,8.459,11.685,1,1,24.946,24.946,27.935,1,6,8.82,8.82,10.332,1,1,0,0,11.914,0,6,73.587,73.587,75.442,1,NA,1,0,0,40.707,0,2,96.154,96.154,97.827,1,1,NA,0,0,26.727,0,1,20.183,20.183,21.555,1,NA,0,NA,NA,NA,NA,8,16.276,17.742,22.369,2,1,7,107.486,109.347,112.044,2,1,4,203.237,204.553,208.072,2,1,9,121.045,122.228,124.212,2,1,4,39.014,41.452,43.292,2,1,5,9.539,11.34,13.283,2,1,5,55.403,56.983,58.651,2,1,1,11.172,11.172,14.149,1
"128","R_1rxlz1mZmHmrMbt",6,11.724,11.724,13.886,1,3,3.437,3.437,4.649,1,1,80.683,94.592,113.383,2,3,7.855,7.855,9.713,1,0,0,0,3.158,0,6,30.288,30.288,44.716,1,NA,1,0,0,6.9,0,5,19.1,19.1,22.725,1,NA,0,NA,NA,NA,NA,1,107.915,107.915,142.151,1,NA,0,NA,NA,NA,NA,8,4.864,14.797,16,3,1,4,16.956,317.586,318.625,6,1,3,43.337,53.82,54.782,2,1,5,131.281,139.373,140.819,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","R_1g6pD5SjXYdBc4m",6,8.775,8.775,10.947,1,3,5.177,5.177,7.503,1,1,14.019,14.019,18.114,1,6,6.964,6.964,8.299,1,1,0,0,7.446,0,6,17.698,17.698,22.063,1,NA,1,0,0,6.519,0,5,40.097,40.097,41.692,1,NA,0,NA,NA,NA,NA,1,34.231,34.231,35.674,1,NA,0,NA,NA,NA,NA,8,12.213,17.645,21.334,3,1,7,207.428,211.155,212.324,3,1,3,145.706,149.606,151.172,3,1,5,39.092,43.39,44.808,3,1,4,102.318,108.802,110.461,4,1,5,12.143,26.862,29.408,3,1,5,10.783,21.511,22.641,4,1,1,10.412,10.412,12.551,1
"130","R_1MSvUz29RQ7fHKP",6,27.404,27.404,34.335,1,3,6.842,6.842,12.013,1,1,43.932,43.932,49.579,1,6,13.238,13.238,15.4,1,1,0,0,25.372,0,3,76.884,76.884,80.184,1,1,NA,0,0,59.511,0,2,270.491,270.491,272.117,1,1,NA,23.671,23.671,64.6,1,1,63.927,63.927,69.918,1,NA,0,NA,NA,NA,NA,8,21.427,48.952,52.012,3,1,7,131.162,133.597,145.533,2,1,9,103.05,104.37,105.672,2,1,5,40.379,44.942,47.791,2,1,3,135.746,138.154,140.161,2,1,5,15.663,22.193,26.106,2,1,5,16.013,18.63,19.792,2,1,1,15.114,16.796,20.023,2
"131","R_2cddT7MuE9ezYDF",6,7.951,7.951,9.245,1,3,4.998,4.998,5.936,1,1,16.153,16.153,17.311,1,3,5.059,5.059,6.148,1,1,0,0,11.492,0,4,57.767,57.767,69.994,1,1,NA,0,0,22.77,0,5,119.158,119.158,120.172,1,NA,1,0,0,8.456,0,1,15.373,15.373,23.189,1,NA,0,NA,NA,NA,NA,8,16.145,23.095,24.552,2,1,9,369.346,370.112,372.498,2,1,9,503.897,504.591,505.086,2,1,5,28.2,43.78,44.563,2,1,9,147.295,147.702,148.337,2,1,5,16.481,23.543,24.176,2,1,5,49.9,66.777,67.442,2,1,1,16.234,16.234,25.695,1
"132","R_UlkI0BANKm887bH",6,26.227,29.806,30.991,2,3,15.683,17.629,18.562,2,1,28.177,92.785,94.507,3,6,10.628,12.314,13.919,2,1,0,0,15.915,0,6,333.672,341.601,342.963,2,NA,1,5.772,107.752,108.585,5,2,88.773,106.195,107.105,4,1,NA,24.487,24.487,27.293,1,1,40.453,51.593,56.897,2,NA,0,NA,NA,NA,NA,8,16.562,37.323,39.176,4,1,7,123.732,139.487,141.371,3,1,3,133.814,185.548,186.501,4,1,5,42.08,50.956,51.937,4,1,4,5.248,54.62,61.223,6,1,5,86.325,94.084,95.678,3,1,5,23.662,39.19,40.662,5,1,1,2.524,61.373,62.701,3
"133","R_1LUV9mw9nTSxJV9",6,29.842,29.842,32.834,1,3,14.055,14.055,15.787,1,1,30.513,30.513,34.237,1,6,7.727,7.727,8.921,1,0,0,0,10.823,0,6,60.604,60.604,62.262,1,NA,1,8.291,9.755,15.595,2,7,51.698,56.353,57.447,2,1,NA,0,0,15.935,0,1,84.815,84.815,86.495,1,NA,NA,NA,NA,NA,NA,8,15.412,18.188,22.925,2,1,8,7.04,103.179,108.972,2,1,9,20.121,21.308,22.154,2,1,5,130.614,157.848,158.718,2,1,9,26.93,28.06,28.931,2,1,5,11.223,14.682,15.716,2,1,5,15.668,26.069,26.88,3,1,1,13.448,13.448,15.504,1
"134","R_1LUma6ZvyHX4bqf",7,17.704,17.704,18.917,1,4,11.503,11.503,12.699,1,2,14.611,14.611,16.937,1,1,5.2,5.2,7.743,1,0,0,0,15.48,0,2,11.026,11.482,12.529,2,0,NA,NA,NA,NA,NA,6,13.157,13.157,16.359,1,0,NA,NA,NA,NA,NA,6,3.602,3.602,4.79,1,0,NA,NA,NA,NA,NA,8,10.014,13.302,14.971,2,1,6,8.243,16.187,17.4,3,1,1,12.662,15.645,16.843,2,1,3,2.578,6.569,7.871,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","R_2w7txdt67My0b3i",6,2.097,4.242,6.04,2,3,5.366,5.366,7.703,1,1,4.124,4.124,5.642,1,6,2.547,2.547,3.96,1,0,0,0,0.735,0,6,16.936,16.936,26.012,1,NA,0,NA,NA,NA,NA,5,4.446,4.446,6.332,1,NA,0,NA,NA,NA,NA,1,1.982,1.982,3.919,1,NA,0,NA,NA,NA,NA,8,1.547,3.987,5.363,2,1,9,2.286,4.316,6.02,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","R_10UZHIbVtBoKFCP",6,19.197,19.197,20.831,1,3,5.786,5.786,7.979,1,1,27.003,37.425,41.655,2,6,7.102,7.102,8.57,1,0,0,0,10.701,0,5,23.521,23.521,26.529,1,1,NA,0,0,40.328,0,5,62.754,108.384,110.059,2,NA,1,0,0,24.008,0,1,31.201,31.201,33.166,1,NA,0,NA,NA,NA,NA,8,0.627,15.652,20.019,3,1,9,9.282,64.332,66.395,3,1,9,122.764,124.579,132.516,2,1,NA,17.604,17.604,19.183,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","R_3F3zBozicyZOfAu",6,25.626,26.674,26.975,2,3,6.438,7.127,7.56,2,1,35.412,35.412,36.153,1,6,6.694,19.118,21.01,3,1,0,0,16.96,0,6,91.305,92.313,92.677,2,NA,0,NA,NA,NA,NA,4,136.257,136.257,137.638,1,1,NA,0,0,24.871,0,1,39.592,39.592,46.135,1,NA,0,NA,NA,NA,NA,8,12.83,17.894,20.555,2,1,7,81.097,86.785,87.585,2,1,3,80.759,84.079,89.477,2,1,5,28.362,37.986,38.722,2,1,4,73.755,75.243,76.009,2,1,5,26.484,31.524,32.947,4,1,5,21.636,30.435,33.176,2,1,1,7.913,7.913,10.278,1
"138","R_1pKwTEVZ5Ygbkhn",6,11.724,11.724,22.793,1,3,5.854,5.854,7.959,1,1,11.913,11.913,21.658,1,6,5.798,5.798,7.05,1,0,0,0,11.873,0,4,60.131,60.131,103.593,1,1,NA,0,0,21.91,0,2,67.707,67.707,69.156,1,1,NA,0,0,7.96,0,1,27.288,38.154,42.927,2,NA,1,0,0,2.226,0,8,13.974,24.156,25.385,3,1,5,59.983,72.218,74.973,2,1,1,114.287,159.951,162.517,4,1,1,24.62,60.276,62.801,5,1,7,64.598,65.578,67.305,2,1,5,25.721,27.054,28.716,2,1,5,24.197,41.968,43.384,2,1,1,31.499,31.499,34.297,1
"139","R_9KSpBrhpQ3Mpxrb",6,2.015,30.725,32.087,6,3,11.261,11.261,13.266,1,1,33.774,54.221,63.785,4,6,11.761,14.197,16.594,2,1,1.238,7.16,9.648,18,8,1.422,85.129,86.435,6,1,NA,11.89,92.885,93.62,6,5,109.946,109.946,130.811,1,NA,0,NA,NA,NA,NA,1,3.319,56.105,58.976,5,NA,0,NA,NA,NA,NA,8,0.871,28.37,29.491,10,1,8,1.707,101.485,104.265,13,1,9,1.974,90.992,92.564,9,1,4,89.397,94.205,95.114,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","R_2TyEFaxVkWwKUVV",6,37.448,37.448,41.781,1,3,6.064,6.064,10.426,1,1,32.067,32.067,36.854,1,6,9.798,9.798,11.798,1,1,0,0,12.137,0,1,80.79,151.238,159.642,2,1,NA,45.706,112.709,113.456,2,2,92.729,92.729,94.72,1,1,NA,73.761,73.761,74.936,1,1,135.929,135.929,137.889,1,NA,1,27.276,27.276,28.163,1,8,10.86,28.259,31.226,4,1,8,87.8,90.667,91.541,3,1,9,58.467,63.805,64.578,4,1,1,97.8,103.296,104.241,3,1,3,134.839,138.592,139.48,3,1,5,58.539,76.685,77.756,3,1,5,31.669,36.76,37.724,4,1,1,39.824,39.824,42.428,1
"141","R_3svwMHxjqlFsKkM",6,17.747,17.747,19.647,1,3,7.765,7.765,10.461,1,1,21.097,21.097,23.161,1,6,6.128,6.128,7.995,1,0,0,0,8.899,0,6,34.386,34.386,35.954,1,NA,0,NA,NA,NA,NA,2,83.471,83.471,86.367,1,1,NA,0,0,72.084,0,1,27.694,27.694,29.991,1,NA,0,NA,NA,NA,NA,8,5.723,9.25,10.224,2,1,6,59.226,61.73,63.432,2,1,9,16.827,19.096,20.256,2,1,9,20.965,23.923,24.875,2,1,9,23.553,28.958,29.981,3,1,5,23.398,26.292,27.348,2,1,5,11.888,14.081,15.043,2,1,1,12.272,12.272,14.476,1
"142","R_T0i5PNlJNwJXylr",5,13.874,13.874,17.14,1,3,3.308,3.308,5.358,1,1,14.002,14.002,16.078,1,6,3.349,8.986,11.667,3,0,0,0,11.301,0,6,59.346,59.346,61.582,1,NA,0,NA,NA,NA,NA,1,13.825,13.825,17.022,1,1,NA,0,0,9.1,0,1,31.621,31.621,34.03,1,NA,0,NA,NA,NA,NA,8,11.294,14.295,15.902,2,1,9,83.695,89.88,90.601,4,1,2,72.806,75.724,77.158,2,1,1,55.217,59.473,61.861,2,1,9,8.033,9.193,10.638,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","R_2uwe2fNeMb9izmT",6,9.342,9.342,10.573,1,5,39.499,39.499,41.637,1,2,18.865,18.865,20.128,1,6,6.648,6.648,7.502,1,1,0,0,3.967,0,4,81.722,82.9,83.624,2,1,NA,0,0,6.231,0,6,4.324,4.324,5.499,1,0,NA,NA,NA,NA,NA,7,0.881,0.881,2.393,1,0,NA,NA,NA,NA,NA,2,6.804,8.136,11.046,2,1,3,12.393,13.349,14.793,2,1,7,1.904,3.458,4.425,3,1,2,1.438,3.241,4.62,2,1,8,0.888,1.993,2.687,2,1,1,8.451,9.942,11.128,2,1,2,5.136,6.189,7.032,2,1,7,1.077,1.077,2.077,1
"144","R_OvzOHNapu1pSLwR",6,37.891,45.331,53.68,2,3,4.408,4.408,6.502,1,1,32.648,35.39,37.116,2,6,4.786,4.786,8.147,1,1,0,0,4.831,0,4,33.134,33.134,36.453,1,1,NA,2.496,6.462,7.701,2,1,73.466,73.466,75.729,1,1,NA,8.295,8.295,9.636,1,1,17.834,17.834,43.625,1,NA,0,NA,NA,NA,NA,8,13.804,19.546,21.996,3,1,2,43.433,48.892,50.266,4,1,4,73.409,76.959,77.728,3,1,1,40.994,43.502,44.442,4,1,9,0.47,98.266,99.486,4,1,5,25.131,27.133,28.398,3,1,5,65.413,68.03,69.231,3,1,1,17.474,17.474,19.693,1
"145","R_1IcmjCXXbt5vJl6",6,10.103,10.103,10.956,1,3,3.426,3.426,4.442,1,1,15.744,15.744,17.686,1,6,3.156,3.156,3.907,1,1,0,0,5.318,0,4,59.153,59.153,62.624,1,1,NA,0,0,28.509,0,1,45.716,45.716,46.896,1,0,NA,NA,NA,NA,NA,5,1.479,1.479,2.328,1,0,NA,NA,NA,NA,NA,8,12.822,17.758,19.071,2,1,4,9.257,10.729,12.149,3,1,4,0.973,4.366,5.182,3,1,5,1.314,3.058,3.626,3,1,2,1.287,2.111,3.589,2,1,7,0.697,1.705,2.4,2,1,3,0.747,1.867,2.453,2,1,6,0.486,0.486,2.153,1
"146","R_3CICn1XRaG1pp35",6,7.706,25.313,26.739,4,3,4.917,6.94,8.457,2,1,3.637,39.422,41.35,3,6,10.453,11.781,13.08,2,1,0,0,16.389,0,4,7.021,81.054,82.303,3,1,NA,4.975,100.969,103.409,16,6,111.388,112.734,114.399,2,1,NA,3.817,22.465,24.074,2,1,64.09,65.854,67.1,2,NA,1,2.686,7.223,10.642,5,8,10.957,27.551,28.873,6,1,7,2.994,29.323,30.971,4,1,8,4.735,109.714,111.193,4,1,1,2.746,72.744,73.995,4,1,3,2.937,19.768,21.148,5,1,5,2.885,24.378,25.579,4,1,5,17.735,22.966,24.281,3,1,1,1.771,44.331,46.132,4
"147","R_29bJbHLhAapnhTy",6,12.664,15.33,16.726,2,3,5.864,8.34,11.334,2,1,4.297,37.862,39.517,3,6,6.318,10.019,11.283,2,1,0,0,14.209,0,1,48.79,52.487,53.608,2,1,NA,35.931,35.931,37.496,1,2,60.776,62.738,64.087,2,1,NA,41.112,41.112,42.972,1,5,4.897,38.756,40.094,5,1,NA,29.481,29.481,31.96,1,8,9.703,21.016,23.25,4,1,4,27.883,32.622,37.682,3,1,9,33.289,41.488,43.035,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","R_3dEAxiAJ14BFtbM",6,10.862,14.796,17.768,2,3,14.824,14.824,16.463,1,1,41.95,44.087,44.691,2,6,6.958,6.958,11.483,1,0,0,0,8.127,0,1,18.434,20.179,22.052,2,1,NA,0,0,26.861,0,1,36.25,36.25,38.431,1,1,NA,0,0,5.315,0,5,43.044,43.044,45.513,1,1,NA,0,0,5.322,0,8,8.302,15.392,16.058,3,1,9,19.534,56.471,57.578,6,1,9,57.754,64.766,66.614,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","R_2wzNZ9RVqDnKvgq",6,0.678,44.666,49.433,4,3,12.244,12.244,14.52,1,1,191.706,191.706,197.969,1,6,11.409,11.409,14.009,1,0,0,0,19.869,0,8,50.686,50.686,57.455,1,1,NA,0,0,36.537,0,2,45.316,45.316,48.838,1,1,NA,0,0,14.966,0,5,31.682,31.682,33.862,1,1,NA,0,0,25.181,0,8,25.02,41.075,42.806,4,1,5,53.637,104.213,104.223,3,NA,7,18.773,22.775,22.779,2,NA,1,29.641,34.888,34.897,3,NA,3,8.043,12.791,12.794,2,NA,5,21.581,27.825,27.828,2,NA,3,24.218,28.233,28.236,2,NA,1,23.736,23.736,26.071,1
"150","R_2VEkoJPSfLAd3GG",6,24.306,28.074,39.582,3,3,14.387,17.272,20.216,2,1,27.232,29.888,31.703,2,6,4.614,21.106,22.801,2,1,0,0,11.927,0,6,46.664,48.224,49.119,2,NA,0,NA,NA,NA,NA,1,60.005,61.221,62.177,2,1,NA,4.588,16.66,17.874,4,1,58.442,69.276,70.324,2,NA,0,NA,NA,NA,NA,8,5.216,16.976,18.676,5,1,7,6.661,134.09,135.986,4,1,1,297.56,331.327,353.436,5,1,5,23.939,91.149,92.713,5,1,4,11.665,73.289,74.399,4,1,5,77.743,81.93,83.279,3,1,5,34.114,71.104,89.905,5,1,1,7.711,35.481,36.555,4
"151","R_1l4tXe31CQ9FG6S",6,6.445,18.47,19.83,3,3,11.59,14.232,15.367,2,1,27.582,40.45,41.81,3,6,5.956,7.96,9.199,2,1,0,0,9.696,0,6,21.794,48.074,49.121,2,NA,0,NA,NA,NA,NA,5,30.833,35.638,37.301,2,NA,0,NA,NA,NA,NA,1,23.613,45.577,46.696,2,NA,0,NA,NA,NA,NA,8,4.172,18.889,20.543,6,1,7,75.025,82.901,83.567,7,1,9,119.493,124.579,126.158,6,1,5,58.62,62.861,66.566,4,1,4,48.54,69.7,70.814,3,1,5,11.666,14.847,15.836,3,1,5,5.853,23.915,25.535,4,1,1,9.966,15.667,16.9,2
"152","R_1ONYmTKzROYj5XJ",6,62.661,62.661,66.368,1,3,16.994,16.994,19.391,1,1,48.512,48.512,56.427,1,6,14.752,17.583,18.315,2,1,0,0,19.899,0,6,12.137,159.742,192.532,2,NA,1,0,0,30.226,0,5,88.533,88.533,154.445,1,NA,1,29.298,29.298,34.514,1,1,23.699,139.769,175.092,5,NA,0,NA,NA,NA,NA,8,16.231,36.519,38.278,3,1,7,89.459,92.623,94.334,2,1,9,20.844,26.513,33.282,3,1,6,105.696,228.926,230.821,5,1,1,144.291,150.428,151.893,3,1,5,15.145,19.741,21.031,2,1,5,34.921,37.336,38.409,2,1,1,17.557,17.557,24.131,1
"153","R_2TGBJUY6k4Vl0Pm",2,29.955,31.35,31.895,2,3,7.356,7.356,8.767,1,1,13.414,13.414,14.982,1,6,13.17,13.17,14.415,1,0,0,0,2.498,0,1,18.141,18.141,19.927,1,1,NA,0,0,7.29,0,5,23.072,23.072,24.044,1,NA,0,NA,NA,NA,NA,1,52.615,52.615,54.052,1,NA,0,NA,NA,NA,NA,8,12.978,15.505,17.256,2,1,6,17.72,18.943,20.142,2,1,9,45.462,46.35,47.932,2,1,3,51.088,53.218,54.699,2,1,9,55.417,62.346,62.949,4,1,5,23.9,26.071,27.163,2,1,5,28.921,31.663,32.829,2,1,7,24.324,29.434,29.939,2
"154","R_6x5f4sNrFoUEAk9",6,22.041,25.16,26.853,2,3,9.661,9.661,11.861,1,1,34.734,40.739,42.091,2,6,14.102,14.102,19.047,1,0,0,0,14.081,0,6,35.845,52.833,57.735,2,NA,1,9.408,12.276,23.558,2,2,37.354,73.828,75.47,3,1,NA,9.927,109.607,111.885,3,1,47.956,49.496,50.185,2,NA,0,NA,NA,NA,NA,8,12.519,23.274,26.027,4,1,7,29.674,133.47,134.419,5,1,5,165.201,185.443,188.174,3,1,1,75.816,81.102,82.19,3,1,9,8.712,75.641,78.762,5,1,5,21.396,26.391,27.655,3,1,5,38.045,41.903,43.048,3,1,1,77.475,79.983,81.326,2
"155","R_1I63uu4CL9dYKCP",6,70.454,70.454,73.582,1,3,7.194,7.194,8.185,1,1,27.193,27.193,29.688,1,6,10.599,10.599,11.311,1,1,0,0,20.088,0,8,53.639,53.639,54.382,1,1,NA,0,0,55.987,0,1,77.645,77.645,79.9,1,1,NA,0,0,47.415,0,1,33.839,33.839,34.831,1,NA,0,NA,NA,NA,NA,8,21.328,25.936,27.072,2,1,7,66.002,67.385,68.793,2,1,2,62.106,63.729,64.481,2,1,5,41.563,43.003,43.795,2,1,3,117.143,118.367,119.806,2,1,5,19.512,21.64,23.064,2,1,5,19.398,20.303,21.31,2,1,1,29.439,29.439,31.9,1
"156","R_1dNxne2qgnLiKTB",6,13.446,20.766,22.339,2,3,5.503,5.503,6.871,1,1,12.408,12.408,16.887,1,6,8.687,12.646,13.062,4,1,0,0,10.037,0,1,46.123,46.123,47.542,1,1,NA,9.006,9.006,10.105,1,1,33.388,33.388,34.595,1,1,NA,14.341,18.708,19.278,2,8,48.919,48.919,61.124,1,1,NA,3.007,3.007,4.254,1,8,8.294,17.361,18.027,4,1,4,2.203,25.684,25.964,5,1,1,8.427,16.641,17.652,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
