"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18"
"100","R_WCGOBEx56HcKx8d","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","teljesítmény","siker","elismerés","eredmény","semleges","pozitív","pozitív","pozitív","pozitív","negatív","pozitív","építő","elgondolkodtató","fejlődés","negatív","pozitív","pozitív","inkább pozitív","pozitív","pozitív","negatív","inkább negatív","negatív","inkább pozitív","negatív","semleges","semleges","semleges","negatív","megijedek, azt gondolom rengeteg hibát talált, ezért egyszerűbb személyesen elmondai","frusztráció","lemondás","kétség","negatív","negatív","negatív","Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",40,83,"Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",NA,31,"nem","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"101","R_2QhVFbTx2BiV8pn","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","harc","ellenfél","nehézség","cél","teljesítmény","inkább negatív","negatív","negatív","inkább pozitív","semleges","film","politika","étel","fejlődés","cikk","semleges","semleges","semleges","pozitív","semleges","inkább negatív","inkább negatív","semleges","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","semleges","semleges","semleges","Gondolom elmondja min kéne még benne javítanom, és kiemeli a nagyon jó részeket","izgalom","félelem","öröm","inkább pozitív","negatív","pozitív","Közepesen.","Inkább igen.","Inkább igen.",55,80,"Igen.","Igen.","Igen, nagyon.",60,85,"Nem","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Kevéssé jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyáltalán nem értek egyet"
"102","R_1d4xcrJsMVvZnjM","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","bizonyitas","problema","ellenfel","feladat","inkább pozitív","pozitív","inkább negatív","semleges","semleges","film","mozi","leszid","epito","rosszindulatu","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","semleges","inkább pozitív","semleges","inkább pozitív","negatív","kisebb hibak, pontatlansagok kijavitasa","aggodalom","kivancsisag","turelmetlenseg","negatív","semleges","inkább negatív","Közepesen.","Inkább igen.","Igen, nagyon.",91,100,"Közepesen.","Igen.","Igen.",71,100,NA,"Teljes mértékben egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Valamennyire jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"103","R_3HuDBBTt40PFC9h","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","egyetem","küzdelem","harc","kard","fájdalom","semleges","inkább pozitív","inkább pozitív","semleges","inkább negatív","tv","újság","gyalázat","hazugság","gyűlölet","inkább negatív","inkább negatív","negatív","negatív","negatív","inkább pozitív","semleges","inkább pozitív","semleges","inkább pozitív","inkább negatív","semleges","inkább negatív","inkább pozitív","inkább negatív","Remélhetőleg pozitív visszajelzés, esetleg miken kéne javítani, stb","Pozitív","Visszajelzés","Biztatás","pozitív","semleges","inkább pozitív","Inkább igen.","Inkább nem.","Igen, nagyon.",91,100,"Igen, nagyon.","Közepesen.","Igen, nagyon.",90,99,"Magamban kimondtam a szavakat, ez segített.","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Nagyon jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"104","R_2CqfuMUVxL46rcR","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","akadály","megerőltető","bizonyítás","elfogadás","nehéz","inkább negatív","semleges","inkább pozitív","pozitív","semleges","film","kritikus","vélemény","építő","segítő","inkább pozitív","semleges","inkább pozitív","pozitív","pozitív","inkább pozitív","semleges","semleges","inkább pozitív","inkább pozitív","semleges","inkább pozitív","semleges","inkább pozitív","semleges","Mivel énmindent megtettem, hogy tökéletes prezentációt készítsem, azt gondolom, hogy főleg dícsérni fog, illetve építő jellegű kritikákat fog még megfogalmazni.","izgalom","kíványcsiság","félelem","inkább pozitív","semleges","negatív","Inkább igen.","Közepesen.","Igen, nagyon.",75,80,"Igen.","Közepesen.","Igen, nagyon.",81,86,"Nem volt","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Igaz","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"105","R_1liQP6BSlopEEku","lenémítottam a telefonom,a böngészőt átváltottam teljes képernyős módra","verseny","felmérés","megmérettetés","nehéz","teljesíthető","semleges","semleges","semleges","inkább negatív","inkább pozitív","bírálat","negatív","bántó","minősít","segít","inkább negatív","negatív","negatív","inkább negatív","pozitív","inkább negatív","inkább negatív","inkább negatív","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","semleges","semleges","inkább negatív","Valószínűleg azt akarja elmondani, hogy mi nem jó abban amit írtam, hiszen ha jó lenne akkor azt e-mailben is megírhatta volna.","aggodalom","szorongás","bosszankodás","negatív","negatív","negatív","Egyáltalán nem.","Közepesen.","Igen, nagyon.",65,95,"Nem.","Közepesen.","Igen.",50,85,"Nem különösebben, csak próbáltam a szavak jelentésére koncetrálni","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Kevéssé jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyetértek","Egyetértek"
"106","R_5C3HqxKY1rSlLJT","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","bizonyítás","verseny","cél","küzdelem","győzelem","pozitív","semleges","semleges","semleges","pozitív","építő","romboló","sértő","elfogadás","segít","pozitív","negatív","negatív","inkább pozitív","pozitív","inkább pozitív","semleges","semleges","inkább negatív","inkább pozitív","semleges","inkább pozitív","semleges","semleges","inkább negatív","Nagyon tetszik neki a prezentációm, de az egyik részhez hozzátenne még valamit, és tippeket ad, hogy ő miket írna még bele.","kétség","döntéskényszer","aggodalom","inkább negatív","inkább negatív","negatív","Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",55,80,"Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",50,75,"Csak a megjelenő szavakat néztem.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"107","R_2pVOrlHeGzDDNxK","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","elfogadva","challenge","öröm","akció","jó hozzáállás","pozitív","pozitív","pozitív","pozitív","pozitív","film","hollywood","negatív","pozitív","sajtó","inkább pozitív","inkább pozitív","negatív","pozitív","semleges","inkább pozitív","semleges","pozitív","inkább negatív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább negatív","nem igazán tudom megmondani, szerintem ennyi információból semleges lenne","izgulás","kíváncsiság","várakozás","negatív","inkább pozitív","semleges","Igen, nagyon.","Igen, nagyon.","Közepesen.",5,20,"Igen.","Igen.","Igen, nagyon.",40,30,"nem igazán","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Egyáltalán nem jellemző rám","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyetértek"
"108","R_Rt3GMKkKjF2oiK5","kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","nehezségek","önfejlesztés","tanulás","lehetőség","pozitív","inkább negatív","pozitív","inkább pozitív","pozitív","iskola","tanárok","felelet","dolgozat","javítás","semleges","inkább negatív","inkább negatív","inkább negatív","pozitív","semleges","inkább negatív","semleges","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","semleges","semleges","inkább negatív","Attól tartok, hogy valami probléma van a beküldött munkámmal, és annyira súlyos, hogy csak személyesen lehet megbeszélni.","feszengés","idegesség","pánik","negatív","negatív","negatív","Inkább igen.","Közepesen.","Igen, nagyon.",60,65,"Igen.","Közepesen.","Igen, nagyon.",60,70,"néha ismételtem magamban, hogy pl: pozitív,iskola","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Hamis","Igaz","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Nem értek egyet"
"109","R_1K90bmpDUuqdfwG","a böngészőt átváltottam teljes képernyős módra","cél","eredmény","munka","akarat","pontosság","pozitív","pozitív","pozitív","pozitív","pozitív","negatív","pozitív","építő","romboló","javítás","negatív","pozitív","pozitív","negatív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","Valószínű mivel sok munkát beleraktam és úgy érzem jól sikerült így meg szeretne dicséri esetleg ha valami apróbb hiba van azt kijavítani.","izgatottság","várakozás","kíváncsiság","inkább pozitív","inkább pozitív","inkább pozitív","Közepesen.","Közepesen.","Igen, nagyon.",65,80,"Közepesen.","Közepesen.","Igen, nagyon.",70,85,"hangos kimondtam a szavakat","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Teljes mértékben jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Nem értek egyet"
"110","R_2D1QwQeTgFFshK9","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","új","nehézség","szerencse","hasznos","idóigényes","inkább pozitív","semleges","pozitív","inkább pozitív","inkább negatív","fájdalom","építő","barát","anya","vélemény","inkább negatív","inkább pozitív","pozitív","pozitív","semleges","semleges","inkább negatív","semleges","pozitív","semleges","semleges","inkább pozitív","semleges","inkább pozitív","inkább negatív","Valamit elrontottam és azért szeretne találkozni, hogy a hibákat személyesen tudjuk kijavítani.","kíváncsi","ijedt","izgatott","inkább pozitív","negatív","pozitív","Közepesen.","Egyáltalán nem.","Igen, nagyon.",84,93,"Igen, nagyon.","Igen.","Igen.",87,87,"nem volt","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Hamis","Hamis","Igaz","Hamis","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Teljesen egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet"
"111","R_2rSdYvJPb52BrnB","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","karrier","egyetem","teljesítmény","alázat","fegyelem","inkább pozitív","inkább pozitív","inkább pozitív","pozitív","pozitív","önfejlődés","felismerés","dicséret","őszinteség","objektivitás","pozitív","pozitív","pozitív","pozitív","pozitív","inkább pozitív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges","inkább negatív","Vagy elnyerte a tetszését a munka, vagy valamit elhibáztam, és erről szeretne konzultálni.","meglepődöttség","izgatottság","feszültség","inkább pozitív","inkább pozitív","inkább negatív","Közepesen.","Inkább igen.","Igen, nagyon.",85,90,"Igen.","Igen.","Igen, nagyon.",80,75,"Egy picit kivártam minden szónál, de nem annyit, hogy eltűnjön a szó. Figyeltem a betűk színére, próbáltam megjegyezni a szavakat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet"
